Ship,Alpha,Initial_Bot_Position,Rat_Position,MyBot_Total,MyBot_Attempt_Count,MyBot_Blocked_Sensing,MyBot_Rat_Chase_Count,MyBot_Ping_Count,Rat_Not_Caught
164,0.2,"(8, 27)","(14, 13)",932,0,56,410,410,False
164,0.3,"(8, 27)","(14, 13)",345,0,56,113,120,False
164,0.4,"(8, 27)","(14, 13)",500,0,56,190,198,False
164,0.5,"(8, 27)","(14, 13)",689,0,56,287,290,False
165,0.02,"(8, 22)","(14, 16)",499,1,13,233,240,False
165,0.04,"(8, 22)","(14, 16)",246,1,13,110,110,False
165,0.06,"(8, 22)","(14, 16)",262,1,13,116,120,False
165,0.08,"(8, 22)","(14, 16)",301,1,13,135,140,False
165,0.1,"(8, 22)","(14, 16)",370,1,13,170,174,False
165,0.12,"(8, 22)","(14, 16)",286,1,13,130,130,False
165,0.14,"(8, 22)","(14, 16)",62,1,13,16,20,False
165,0.16,"(8, 22)","(14, 16)",286,1,13,130,130,False
165,0.18,"(8, 22)","(14, 16)",456,1,13,210,220,False
165,0.2,"(8, 22)","(14, 16)",520,1,13,244,250,False
165,0.3,"(8, 22)","(14, 16)",486,1,13,230,230,False
165,0.4,"(8, 22)","(14, 16)",418,1,13,192,200,False
165,0.5,"(8, 22)","(14, 16)",430,1,13,200,204,False
166,0.02,"(9, 2)","(14, 28)",148,3,14,60,60,False
166,0.04,"(9, 2)","(14, 28)",140,3,14,52,60,False
166,0.06,"(9, 2)","(14, 28)",140,3,14,52,60,False
166,0.08,"(9, 2)","(14, 28)",136,3,14,50,58,False
166,0.1,"(9, 2)","(14, 28)",160,3,14,62,70,False
166,0.12,"(9, 2)","(14, 28)",146,3,14,58,60,False
166,0.14,"(9, 2)","(14, 28)",150,3,14,60,62,False
166,0.16,"(9, 2)","(14, 28)",146,3,14,58,60,False
166,0.18,"(9, 2)","(14, 28)",403,3,14,185,190,False
166,0.2,"(9, 2)","(14, 28)",403,3,14,185,190,False
166,0.3,"(9, 2)","(14, 28)",146,3,14,58,60,False
166,0.4,"(9, 2)","(14, 28)",140,3,14,52,60,False
166,0.5,"(9, 2)","(14, 28)",1123,3,14,545,550,False
167,0.02,"(8, 18)","(14, 18)",817,1,8,400,401,False
167,0.04,"(8, 18)","(14, 18)",543,1,8,260,267,False
167,0.06,"(8, 18)","(14, 18)",425,1,8,200,209,False
167,0.08,"(8, 18)","(14, 18)",483,1,8,230,237,False
167,0.1,"(8, 18)","(14, 18)",161,1,8,70,75,False
167,0.12,"(8, 18)","(14, 18)",137,1,8,60,61,False
167,0.14,"(8, 18)","(14, 18)",121,1,8,50,55,False
167,0.16,"(8, 18)","(14, 18)",121,1,8,50,55,False
167,0.18,"(8, 18)","(14, 18)",121,1,8,50,55,False
167,0.2,"(8, 18)","(14, 18)",261,1,8,120,125,False
167,0.3,"(8, 18)","(14, 18)",137,1,8,60,61,False
167,0.4,"(8, 18)","(14, 18)",517,1,8,250,251,False
167,0.5,"(8, 18)","(14, 18)",105,1,8,40,49,False
168,0.02,"(8, 26)","(14, 17)",391,2,4,190,193,False
168,0.04,"(8, 26)","(14, 17)",211,2,4,100,103,False
168,0.06,"(8, 26)","(14, 17)",291,2,4,140,143,False
168,0.08,"(8, 26)","(14, 17)",273,2,4,130,135,False
168,0.1,"(8, 26)","(14, 17)",169,2,4,80,81,False
168,0.12,"(8, 26)","(14, 17)",311,2,4,150,153,False
168,0.14,"(8, 26)","(14, 17)",291,2,4,140,143,False
168,0.16,"(8, 26)","(14, 17)",311,2,4,150,153,False
168,0.18,"(8, 26)","(14, 17)",355,2,4,170,177,False
168,0.2,"(8, 26)","(14, 17)",249,2,4,120,121,False
168,0.3,"(8, 26)","(14, 17)",209,2,4,100,101,False
168,0.4,"(8, 26)","(14, 17)",89,2,4,40,41,False
168,0.5,"(8, 26)","(14, 17)",929,2,4,460,461,False
169,0.02,"(8, 14)","(14, 7)",496,0,15,230,236,False
169,0.04,"(8, 14)","(14, 7)",106,0,15,36,40,False
169,0.06,"(8, 14)","(14, 7)",120,0,15,40,50,False
169,0.08,"(8, 14)","(14, 7)",149,0,15,59,60,False
169,0.1,"(8, 14)","(14, 7)",189,0,15,79,80,False
169,0.12,"(8, 14)","(14, 7)",192,0,15,80,82,False
169,0.14,"(8, 14)","(14, 7)",192,0,15,80,82,False
169,0.16,"(8, 14)","(14, 7)",63,0,15,13,20,False
169,0.18,"(8, 14)","(14, 7)",63,0,15,13,20,False
169,0.2,"(8, 14)","(14, 7)",106,0,15,36,40,False
169,0.3,"(8, 14)","(14, 7)",106,0,15,36,40,False
169,0.4,"(8, 14)","(14, 7)",149,0,15,59,60,False
169,0.5,"(8, 14)","(14, 7)",234,0,15,100,104,False
170,0.02,"(9, 2)","(15, 1)",210,0,5,100,100,False
170,0.04,"(9, 2)","(15, 1)",660,0,5,320,330,False
170,0.06,"(9, 2)","(15, 1)",210,0,5,100,100,False
170,0.08,"(9, 2)","(15, 1)",567,0,5,277,280,False
170,0.1,"(9, 2)","(15, 1)",204,0,5,94,100,False
170,0.12,"(9, 2)","(15, 1)",204,0,5,94,100,False
170,0.14,"(9, 2)","(15, 1)",263,0,5,123,130,False
170,0.16,"(9, 2)","(15, 1)",723,0,5,353,360,False
170,0.18,"(9, 2)","(15, 1)",563,0,5,273,280,False
170,0.2,"(9, 2)","(15, 1)",364,0,5,174,180,False
170,0.3,"(9, 2)","(15, 1)",182,0,5,82,90,False
170,0.4,"(9, 2)","(15, 1)",168,0,5,78,80,False
170,0.5,"(9, 2)","(15, 1)",218,0,5,100,108,False
171,0.02,"(8, 22)","(14, 7)",795,1,7,390,391,False
171,0.04,"(8, 22)","(14, 7)",1063,1,7,520,529,False
171,0.06,"(8, 22)","(14, 7)",155,1,7,70,71,False
171,0.08,"(8, 22)","(14, 7)",235,1,7,110,111,False
171,0.1,"(8, 22)","(14, 7)",155,1,7,70,71,False
171,0.12,"(8, 22)","(14, 7)",257,1,7,120,123,False
171,0.14,"(8, 22)","(14, 7)",501,1,7,240,247,False
171,0.16,"(8, 22)","(14, 7)",155,1,7,70,71,False
171,0.18,"(8, 22)","(14, 7)",155,1,7,70,71,False
171,0.2,"(8, 22)","(14, 7)",235,1,7,110,111,False
171,0.3,"(8, 22)","(14, 7)",335,1,7,160,161,False
171,0.4,"(8, 22)","(14, 7)",795,1,7,390,391,False
171,0.5,"(8, 22)","(14, 7)",257,1,7,120,123,False
172,0.02,"(8, 28)","(15, 3)",176,0,4,80,88,False
172,0.04,"(8, 28)","(15, 3)",365,0,4,177,180,False
172,0.06,"(8, 28)","(15, 3)",164,0,4,76,80,False
172,0.08,"(8, 28)","(15, 3)",176,0,4,80,88,False
172,0.1,"(8, 28)","(15, 3)",124,0,4,56,60,False
172,0.12,"(8, 28)","(15, 3)",164,0,4,76,80,False
172,0.14,"(8, 28)","(15, 3)",124,0,4,56,60,False
172,0.16,"(8, 28)","(15, 3)",124,0,4,56,60,False
172,0.18,"(8, 28)","(15, 3)",242,0,4,114,120,False
172,0.2,"(8, 28)","(15, 3)",164,0,4,76,80,False
172,0.3,"(8, 28)","(15, 3)",163,0,4,75,80,False
172,0.4,"(8, 28)","(15, 3)",488,0,4,240,240,False
172,0.5,"(8, 28)","(15, 3)",734,0,4,360,366,False
173,0.02,"(8, 20)","(14, 28)",491,0,6,239,240,False
173,0.04,"(8, 20)","(14, 28)",444,0,6,212,220,False
173,0.06,"(8, 20)","(14, 28)",444,0,6,212,220,False
173,0.08,"(8, 20)","(14, 28)",444,0,6,212,220,False
173,0.1,"(8, 20)","(14, 28)",132,0,6,60,60,False
173,0.12,"(8, 20)","(14, 28)",168,0,6,76,80,False
173,0.14,"(8, 20)","(14, 28)",443,0,6,211,220,False
173,0.16,"(8, 20)","(14, 28)",188,0,6,86,90,False
173,0.18,"(8, 20)","(14, 28)",552,0,6,270,270,False
173,0.2,"(8, 20)","(14, 28)",405,0,6,193,200,False
173,0.3,"(8, 20)","(14, 28)",226,0,6,104,110,False
173,0.4,"(8, 20)","(14, 28)",429,0,6,207,210,False
173,0.5,"(8, 20)","(14, 28)",306,0,6,144,150,False
174,0.02,"(8, 25)","(14, 26)",144,2,13,58,60,False
174,0.04,"(8, 25)","(14, 26)",144,2,13,58,60,False
174,0.06,"(8, 25)","(14, 26)",121,2,13,45,50,False
174,0.08,"(8, 25)","(14, 26)",121,2,13,45,50,False
174,0.1,"(8, 25)","(14, 26)",466,2,13,220,220,False
174,0.12,"(8, 25)","(14, 26)",262,2,13,116,120,False
174,0.14,"(8, 25)","(14, 26)",120,2,13,44,50,False
174,0.16,"(8, 25)","(14, 26)",81,2,13,25,30,False
174,0.18,"(8, 25)","(14, 26)",120,2,13,44,50,False
174,0.2,"(8, 25)","(14, 26)",237,2,13,101,110,False
174,0.3,"(8, 25)","(14, 26)",119,2,13,43,50,False
174,0.4,"(8, 25)","(14, 26)",298,2,13,132,140,False
174,0.5,"(8, 25)","(14, 26)",84,2,13,28,30,False
175,0.02,"(9, 5)","(15, 6)",729,0,4,360,361,False
175,0.04,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.06,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.08,"(9, 5)","(15, 6)",369,0,4,180,181,False
175,0.1,"(9, 5)","(15, 6)",473,0,4,230,235,False
175,0.12,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.14,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.16,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.18,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.2,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.3,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.4,"(9, 5)","(15, 6)",37,0,4,10,19,False
175,0.5,"(9, 5)","(15, 6)",835,0,4,410,417,False
176,0.02,"(8, 22)","(14, 14)",191,0,5,90,91,False
176,0.04,"(8, 22)","(14, 14)",131,0,5,60,61,False
176,0.06,"(8, 22)","(14, 14)",79,0,5,30,39,False
176,0.08,"(8, 22)","(14, 14)",259,0,5,120,129,False
176,0.1,"(8, 22)","(14, 14)",251,0,5,120,121,False
176,0.12,"(8, 22)","(14, 14)",259,0,5,120,129,False
176,0.14,"(8, 22)","(14, 14)",359,0,5,170,179,False
176,0.16,"(8, 22)","(14, 14)",55,0,5,20,25,False
176,0.18,"(8, 22)","(14, 14)",271,0,5,130,131,False
176,0.2,"(8, 22)","(14, 14)",731,0,5,360,361,False
176,0.3,"(8, 22)","(14, 14)",213,0,5,100,103,False
176,0.4,"(8, 22)","(14, 14)",159,0,5,70,79,False
176,0.5,"(8, 22)","(14, 14)",239,0,5,110,119,False
177,0.02,"(8, 17)","(14, 1)",321,2,7,150,157,False
177,0.04,"(8, 17)","(14, 1)",275,2,7,130,131,False
177,0.06,"(8, 17)","(14, 1)",275,2,7,130,131,False
177,0.08,"(8, 17)","(14, 1)",321,2,7,150,157,False
177,0.1,"(8, 17)","(14, 1)",295,2,7,140,141,False
177,0.12,"(8, 17)","(14, 1)",275,2,7,130,131,False
177,0.14,"(8, 17)","(14, 1)",275,2,7,130,131,False
177,0.16,"(8, 17)","(14, 1)",497,2,7,240,243,False
177,0.18,"(8, 17)","(14, 1)",395,2,7,190,191,False
177,0.2,"(8, 17)","(14, 1)",395,2,7,190,191,False
177,0.3,"(8, 17)","(14, 1)",295,2,7,140,141,False
177,0.4,"(8, 17)","(14, 1)",395,2,7,190,191,False
177,0.5,"(8, 17)","(14, 1)",355,2,7,170,171,False
178,0.02,"(8, 18)","(14, 15)",445,0,17,201,210,False
178,0.04,"(8, 18)","(14, 15)",387,0,17,173,180,False
178,0.06,"(8, 18)","(14, 15)",190,0,17,76,80,False
178,0.08,"(8, 18)","(14, 15)",224,0,17,90,100,False
178,0.1,"(8, 18)","(14, 15)",212,0,17,88,90,False
178,0.12,"(8, 18)","(14, 15)",228,0,17,94,100,False
178,0.14,"(8, 18)","(14, 15)",405,0,17,181,190,False
178,0.16,"(8, 18)","(14, 15)",92,0,17,28,30,False
178,0.18,"(8, 18)","(14, 15)",164,0,17,60,70,False
178,0.2,"(8, 18)","(14, 15)",332,0,17,148,150,False
178,0.3,"(8, 18)","(14, 15)",212,0,17,88,90,False
178,0.4,"(8, 18)","(14, 15)",73,0,17,19,20,False
178,0.5,"(8, 18)","(14, 15)",68,0,17,14,20,False
179,0.02,"(9, 4)","(14, 20)",429,1,18,193,200,False
179,0.04,"(9, 4)","(14, 20)",113,1,18,37,40,False
179,0.06,"(9, 4)","(14, 20)",113,1,18,37,40,False
179,0.08,"(9, 4)","(14, 20)",93,1,18,27,30,False
179,0.1,"(9, 4)","(14, 20)",93,1,18,27,30,False
179,0.12,"(9, 4)","(14, 20)",87,1,18,21,30,False
179,0.14,"(9, 4)","(14, 20)",93,1,18,27,30,False
179,0.16,"(9, 4)","(14, 20)",371,1,18,165,170,False
179,0.18,"(9, 4)","(14, 20)",356,1,18,160,160,False
179,0.2,"(9, 4)","(14, 20)",375,1,18,169,170,False
179,0.3,"(9, 4)","(14, 20)",470,1,18,214,220,False
179,0.4,"(9, 4)","(14, 20)",411,1,18,185,190,False
179,0.5,"(9, 4)","(14, 20)",87,1,18,21,30,False
180,0.02,"(8, 17)","(14, 11)",492,1,11,230,240,False
180,0.04,"(8, 17)","(14, 11)",166,1,11,70,74,False
180,0.06,"(8, 17)","(14, 11)",142,1,11,60,60,False
180,0.08,"(8, 17)","(14, 11)",320,1,11,148,150,False
180,0.1,"(8, 17)","(14, 11)",162,1,11,70,70,False
180,0.12,"(8, 17)","(14, 11)",138,1,11,56,60,False
180,0.14,"(8, 17)","(14, 11)",138,1,11,56,60,False
180,0.16,"(8, 17)","(14, 11)",412,1,11,190,200,False
180,0.18,"(8, 17)","(14, 11)",195,1,11,83,90,False
180,0.2,"(8, 17)","(14, 11)",373,1,11,171,180,False
180,0.3,"(8, 17)","(14, 11)",117,1,11,45,50,False
180,0.4,"(8, 17)","(14, 11)",368,1,11,170,176,False
180,0.5,"(8, 17)","(14, 11)",166,1,11,70,74,False
181,0.02,"(9, 3)","(14, 27)",493,2,6,240,241,False
181,0.04,"(9, 3)","(14, 27)",275,2,6,130,133,False
181,0.06,"(9, 3)","(14, 27)",593,2,6,290,291,False
181,0.08,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.1,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.12,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.14,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.16,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.18,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.2,"(9, 3)","(14, 27)",375,2,6,180,183,False
181,0.3,"(9, 3)","(14, 27)",335,2,6,160,163,False
181,0.4,"(9, 3)","(14, 27)",157,2,6,70,75,False
181,0.5,"(9, 3)","(14, 27)",157,2,6,70,75,False
182,0.02,"(9, 4)","(15, 2)",733,0,5,360,363,False
182,0.04,"(9, 4)","(15, 2)",173,0,5,80,83,False
182,0.06,"(9, 4)","(15, 2)",495,0,5,240,245,False
182,0.08,"(9, 4)","(15, 2)",171,0,5,80,81,False
182,0.1,"(9, 4)","(15, 2)",611,0,5,300,301,False
182,0.12,"(9, 4)","(15, 2)",415,0,5,200,205,False
182,0.14,"(9, 4)","(15, 2)",151,0,5,70,71,False
182,0.16,"(9, 4)","(15, 2)",459,0,5,220,229,False
182,0.18,"(9, 4)","(15, 2)",459,0,5,220,229,False
182,0.2,"(9, 4)","(15, 2)",415,0,5,200,205,False
182,0.3,"(9, 4)","(15, 2)",151,0,5,70,71,False
182,0.4,"(9, 4)","(15, 2)",173,0,5,80,83,False
182,0.5,"(9, 4)","(15, 2)",193,0,5,90,93,False
183,0.02,"(8, 24)","(14, 6)",135,2,17,50,51,False
183,0.04,"(8, 24)","(14, 6)",435,2,17,200,201,False
183,0.06,"(8, 24)","(14, 6)",335,2,17,150,151,False
183,0.08,"(8, 24)","(14, 6)",299,2,17,130,135,False
183,0.1,"(8, 24)","(14, 6)",135,2,17,50,51,False
183,0.12,"(8, 24)","(14, 6)",501,2,17,230,237,False
183,0.14,"(8, 24)","(14, 6)",483,2,17,220,229,False
183,0.16,"(8, 24)","(14, 6)",235,2,17,100,101,False
183,0.18,"(8, 24)","(14, 6)",755,2,17,360,361,False
183,0.2,"(8, 24)","(14, 6)",235,2,17,100,101,False
183,0.3,"(8, 24)","(14, 6)",743,2,17,350,359,False
183,0.4,"(8, 24)","(14, 6)",263,2,17,110,119,False
183,0.5,"(8, 24)","(14, 6)",135,2,17,50,51,False
184,0.02,"(8, 12)","(14, 5)",324,1,8,150,158,False
184,0.04,"(8, 12)","(14, 5)",251,1,8,115,120,False
184,0.06,"(8, 12)","(14, 5)",66,1,8,20,30,False
184,0.08,"(8, 12)","(14, 5)",154,1,8,68,70,False
184,0.1,"(8, 12)","(14, 5)",216,1,8,100,100,False
184,0.12,"(8, 12)","(14, 5)",660,1,8,320,324,False
184,0.14,"(8, 12)","(14, 5)",418,1,8,200,202,False
184,0.16,"(8, 12)","(14, 5)",380,1,8,180,184,False
184,0.18,"(8, 12)","(14, 5)",604,1,8,290,298,False
184,0.2,"(8, 12)","(14, 5)",324,1,8,150,158,False
184,0.3,"(8, 12)","(14, 5)",90,1,8,34,40,False
184,0.4,"(8, 12)","(14, 5)",111,1,8,45,50,False
184,0.5,"(8, 12)","(14, 5)",58,1,8,20,22,False
185,0.02,"(8, 23)","(14, 15)",177,2,5,80,87,False
185,0.04,"(8, 23)","(14, 15)",279,2,5,130,139,False
185,0.06,"(8, 23)","(14, 15)",295,2,5,140,145,False
185,0.08,"(8, 23)","(14, 15)",279,2,5,130,139,False
185,0.1,"(8, 23)","(14, 15)",293,2,5,140,143,False
185,0.12,"(8, 23)","(14, 15)",293,2,5,140,143,False
185,0.14,"(8, 23)","(14, 15)",673,2,5,330,333,False
185,0.16,"(8, 23)","(14, 15)",633,2,5,310,313,False
185,0.18,"(8, 23)","(14, 15)",239,2,5,110,119,False
185,0.2,"(8, 23)","(14, 15)",531,2,5,260,261,False
185,0.3,"(8, 23)","(14, 15)",239,2,5,110,119,False
185,0.4,"(8, 23)","(14, 15)",293,2,5,140,143,False
185,0.5,"(8, 23)","(14, 15)",271,2,5,130,131,False
186,0.02,"(8, 25)","(14, 24)",117,4,11,45,50,False
186,0.04,"(8, 25)","(14, 24)",117,4,11,45,50,False
186,0.06,"(8, 25)","(14, 24)",240,4,11,108,110,False
186,0.08,"(8, 25)","(14, 24)",55,4,11,13,20,False
186,0.1,"(8, 25)","(14, 24)",55,4,11,13,20,False
186,0.12,"(8, 25)","(14, 24)",126,4,11,50,54,False
186,0.14,"(8, 25)","(14, 24)",55,4,11,13,20,False
186,0.16,"(8, 25)","(14, 24)",55,4,11,13,20,False
186,0.18,"(8, 25)","(14, 24)",114,4,11,42,50,False
186,0.2,"(8, 25)","(14, 24)",55,4,11,13,20,False
186,0.3,"(8, 25)","(14, 24)",158,4,11,66,70,False
186,0.4,"(8, 25)","(14, 24)",378,4,11,176,180,False
186,0.5,"(8, 25)","(14, 24)",94,4,11,32,40,False
187,0.02,"(9, 2)","(14, 21)",251,2,13,110,115,False
187,0.04,"(9, 2)","(14, 21)",155,2,13,60,69,False
187,0.06,"(9, 2)","(14, 21)",187,2,13,80,81,False
187,0.08,"(9, 2)","(14, 21)",129,2,13,50,53,False
187,0.1,"(9, 2)","(14, 21)",155,2,13,60,69,False
187,0.12,"(9, 2)","(14, 21)",155,2,13,60,69,False
187,0.14,"(9, 2)","(14, 21)",187,2,13,80,81,False
187,0.16,"(9, 2)","(14, 21)",471,2,13,220,225,False
187,0.18,"(9, 2)","(14, 21)",315,2,13,140,149,False
187,0.2,"(9, 2)","(14, 21)",315,2,13,140,149,False
187,0.3,"(9, 2)","(14, 21)",687,2,13,330,331,False
187,0.4,"(9, 2)","(14, 21)",693,2,13,330,337,False
187,0.5,"(9, 2)","(14, 21)",729,2,13,350,353,False
188,0.02,"(8, 18)","(14, 9)",1171,4,7,577,580,False
188,0.04,"(8, 18)","(14, 9)",380,4,7,180,186,False
188,0.06,"(8, 18)","(14, 9)",267,4,7,123,130,False
188,0.08,"(8, 18)","(14, 9)",225,4,7,101,110,False
188,0.1,"(8, 18)","(14, 9)",454,4,7,220,220,False
188,0.12,"(8, 18)","(14, 9)",490,4,7,236,240,False
188,0.14,"(8, 18)","(14, 9)",222,4,7,100,108,False
188,0.16,"(8, 18)","(14, 9)",222,4,7,100,108,False
188,0.18,"(8, 18)","(14, 9)",222,4,7,100,108,False
188,0.2,"(8, 18)","(14, 9)",482,4,7,230,238,False
188,0.3,"(8, 18)","(14, 9)",272,4,7,128,130,False
188,0.4,"(8, 18)","(14, 9)",490,4,7,236,240,False
188,0.5,"(8, 18)","(14, 9)",572,4,7,278,280,False
189,0.02,"(8, 21)","(14, 9)",1117,3,19,539,540,False
189,0.04,"(8, 21)","(14, 9)",518,3,19,240,240,False
189,0.06,"(8, 21)","(14, 9)",236,3,19,98,100,False
189,0.08,"(8, 21)","(14, 9)",500,3,19,230,232,False
189,0.1,"(8, 21)","(14, 9)",491,3,19,223,230,False
189,0.12,"(8, 21)","(14, 9)",214,3,19,86,90,False
189,0.14,"(8, 21)","(14, 9)",700,3,19,330,332,False
189,0.16,"(8, 21)","(14, 9)",118,3,19,40,40,False
189,0.18,"(8, 21)","(14, 9)",735,3,19,347,350,False
189,0.2,"(8, 21)","(14, 9)",232,3,19,94,100,False
189,0.3,"(8, 21)","(14, 9)",804,3,19,380,386,False
189,0.4,"(8, 21)","(14, 9)",257,3,19,109,110,False
189,0.5,"(8, 21)","(14, 9)",296,3,19,128,130,False
190,0.02,"(9, 2)","(15, 1)",756,3,10,366,370,False
190,0.04,"(9, 2)","(15, 1)",193,3,10,83,90,False
190,0.06,"(9, 2)","(15, 1)",255,3,10,115,120,False
190,0.08,"(9, 2)","(15, 1)",193,3,10,83,90,False
190,0.1,"(9, 2)","(15, 1)",193,3,10,83,90,False
190,0.12,"(9, 2)","(15, 1)",377,3,10,177,180,False
190,0.14,"(9, 2)","(15, 1)",342,3,10,160,162,False
190,0.16,"(9, 2)","(15, 1)",339,3,10,159,160,False
190,0.18,"(9, 2)","(15, 1)",290,3,10,130,140,False
190,0.2,"(9, 2)","(15, 1)",178,3,10,78,80,False
190,0.3,"(9, 2)","(15, 1)",98,3,10,38,40,False
190,0.4,"(9, 2)","(15, 1)",98,3,10,38,40,False
190,0.5,"(9, 2)","(15, 1)",98,3,10,38,40,False
191,0.02,"(8, 16)","(14, 14)",46,1,9,10,18,False
191,0.04,"(8, 16)","(14, 14)",410,1,9,192,200,False
191,0.06,"(8, 16)","(14, 14)",296,1,9,138,140,False
191,0.08,"(8, 16)","(14, 14)",296,1,9,138,140,False
191,0.1,"(8, 16)","(14, 14)",46,1,9,10,18,False
191,0.12,"(8, 16)","(14, 14)",52,1,9,14,20,False
191,0.14,"(8, 16)","(14, 14)",46,1,9,10,18,False
191,0.16,"(8, 16)","(14, 14)",69,1,9,21,30,False
191,0.18,"(8, 16)","(14, 14)",52,1,9,14,20,False
191,0.2,"(8, 16)","(14, 14)",52,1,9,14,20,False
191,0.3,"(8, 16)","(14, 14)",286,1,9,130,138,False
191,0.4,"(8, 16)","(14, 14)",46,1,9,10,18,False
191,0.5,"(8, 16)","(14, 14)",282,1,9,130,134,False
192,0.02,"(8, 12)","(14, 1)",563,1,4,275,280,False
192,0.04,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.06,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.08,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.1,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.12,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.14,"(8, 12)","(14, 1)",41,1,4,13,20,False
192,0.16,"(8, 12)","(14, 1)",64,1,4,26,30,False
192,0.18,"(8, 12)","(14, 1)",41,1,4,13,20,False
192,0.2,"(8, 12)","(14, 1)",41,1,4,13,20,False
192,0.3,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.4,"(8, 12)","(14, 1)",44,1,4,16,20,False
192,0.5,"(8, 12)","(14, 1)",44,1,4,16,20,False
193,0.02,"(8, 18)","(14, 14)",778,3,33,352,360,False
193,0.04,"(8, 18)","(14, 14)",214,3,33,70,78,False
193,0.06,"(8, 18)","(14, 14)",397,3,33,161,170,False
193,0.08,"(8, 18)","(14, 14)",396,3,33,160,170,False
193,0.1,"(8, 18)","(14, 14)",188,3,33,60,62,False
193,0.12,"(8, 18)","(14, 14)",214,3,33,70,78,False
193,0.14,"(8, 18)","(14, 14)",214,3,33,70,78,False
193,0.16,"(8, 18)","(14, 14)",483,3,33,207,210,False
193,0.18,"(8, 18)","(14, 14)",202,3,33,66,70,False
193,0.2,"(8, 18)","(14, 14)",202,3,33,66,70,False
193,0.3,"(8, 18)","(14, 14)",466,3,33,200,200,False
193,0.4,"(8, 18)","(14, 14)",301,3,33,115,120,False
193,0.5,"(8, 18)","(14, 14)",348,3,33,140,142,False
194,0.02,"(8, 21)","(14, 6)",233,2,14,100,105,False
194,0.04,"(8, 21)","(14, 6)",391,2,14,180,183,False
194,0.06,"(8, 21)","(14, 6)",213,2,14,90,95,False
194,0.08,"(8, 21)","(14, 6)",453,2,14,210,215,False
194,0.1,"(8, 21)","(14, 6)",213,2,14,90,95,False
194,0.12,"(8, 21)","(14, 6)",497,2,14,230,239,False
194,0.14,"(8, 21)","(14, 6)",389,2,14,180,181,False
194,0.16,"(8, 21)","(14, 6)",273,2,14,120,125,False
194,0.18,"(8, 21)","(14, 6)",213,2,14,90,95,False
194,0.2,"(8, 21)","(14, 6)",213,2,14,90,95,False
194,0.3,"(8, 21)","(14, 6)",115,2,14,40,47,False
194,0.4,"(8, 21)","(14, 6)",391,2,14,180,183,False
194,0.5,"(8, 21)","(14, 6)",233,2,14,100,105,False
195,0.02,"(9, 7)","(14, 25)",2347,1,9,1160,1169,False
195,0.04,"(9, 7)","(14, 25)",665,1,9,320,327,False
195,0.06,"(9, 7)","(14, 25)",185,1,9,80,87,False
195,0.08,"(9, 7)","(14, 25)",145,1,9,60,67,False
195,0.1,"(9, 7)","(14, 25)",923,1,9,450,455,False
195,0.12,"(9, 7)","(14, 25)",223,1,9,100,105,False
195,0.14,"(9, 7)","(14, 25)",221,1,9,100,103,False
195,0.16,"(9, 7)","(14, 25)",221,1,9,100,103,False
195,0.18,"(9, 7)","(14, 25)",185,1,9,80,87,False
195,0.2,"(9, 7)","(14, 25)",221,1,9,100,103,False
195,0.3,"(9, 7)","(14, 25)",323,1,9,150,155,False
195,0.4,"(9, 7)","(14, 25)",225,1,9,100,107,False
195,0.5,"(9, 7)","(14, 25)",221,1,9,100,103,False
196,0.02,"(8, 18)","(14, 6)",372,3,7,178,180,False
196,0.04,"(8, 18)","(14, 6)",51,3,7,17,20,False
196,0.06,"(8, 18)","(14, 6)",51,3,7,17,20,False
196,0.08,"(8, 18)","(14, 6)",51,3,7,17,20,False
196,0.1,"(8, 18)","(14, 6)",52,3,7,18,20,False
196,0.12,"(8, 18)","(14, 6)",47,3,7,13,20,False
196,0.14,"(8, 18)","(14, 6)",47,3,7,13,20,False
196,0.16,"(8, 18)","(14, 6)",47,3,7,13,20,False
196,0.18,"(8, 18)","(14, 6)",47,3,7,13,20,False
196,0.2,"(8, 18)","(14, 6)",47,3,7,13,20,False
196,0.3,"(8, 18)","(14, 6)",146,3,7,62,70,False
196,0.4,"(8, 18)","(14, 6)",90,3,7,36,40,False
196,0.5,"(8, 18)","(14, 6)",49,3,7,15,20,False
