Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count,Rat_Not_Caught
66,0.16,"(8, 13)","(14, 5)",154,1,11,66,66,False
66,0.18,"(8, 13)","(14, 5)",154,1,11,66,66,False
66,0.2,"(8, 13)","(14, 5)",230,1,11,104,104,False
66,0.3,"(8, 13)","(14, 5)",134,1,11,56,56,False
66,0.4,"(8, 13)","(14, 5)",118,1,11,48,48,False
66,0.5,"(8, 13)","(14, 5)",278,1,11,128,128,False
66,0.6,"(8, 13)","(14, 5)",558,1,11,268,268,False
66,0.7,"(8, 13)","(14, 5)",174,1,11,76,76,False
66,0.8,"(8, 13)","(14, 5)",174,1,11,76,76,False
66,0.9,"(8, 13)","(14, 5)",158,1,11,68,68,False
66,1.0,"(8, 13)","(14, 5)",1082,1,11,530,530,False
67,0.02,"(9, 3)","(15, 1)",972,2,16,470,470,False
67,0.04,"(9, 3)","(15, 1)",52,2,16,10,10,False
67,0.06,"(9, 3)","(15, 1)",60,2,16,14,14,False
67,0.08,"(9, 3)","(15, 1)",52,2,16,10,10,False
67,0.1,"(9, 3)","(15, 1)",196,2,16,82,82,False
67,0.12,"(9, 3)","(15, 1)",256,2,16,112,112,False
67,0.14,"(9, 3)","(15, 1)",172,2,16,70,70,False
67,0.16,"(9, 3)","(15, 1)",184,2,16,76,76,False
67,0.18,"(9, 3)","(15, 1)",144,2,16,56,56,False
67,0.2,"(9, 3)","(15, 1)",56,2,16,12,12,False
67,0.3,"(9, 3)","(15, 1)",72,2,16,20,20,False
67,0.4,"(9, 3)","(15, 1)",292,2,16,130,130,False
67,0.5,"(9, 3)","(15, 1)",272,2,16,120,120,False
67,0.6,"(9, 3)","(15, 1)",84,2,16,26,26,False
67,0.7,"(9, 3)","(15, 1)",72,2,16,20,20,False
67,0.8,"(9, 3)","(15, 1)",52,2,16,10,10,False
67,0.9,"(9, 3)","(15, 1)",632,2,16,300,300,False
67,1.0,"(9, 3)","(15, 1)",332,2,16,150,150,False
68,0.02,"(8, 20)","(14, 14)",656,2,10,318,318,False
68,0.04,"(8, 20)","(14, 14)",264,2,10,122,122,False
68,0.06,"(8, 20)","(14, 14)",292,2,10,136,136,False
68,0.08,"(8, 20)","(14, 14)",204,2,10,92,92,False
68,0.1,"(8, 20)","(14, 14)",232,2,10,106,106,False
68,0.12,"(8, 20)","(14, 14)",132,2,10,56,56,False
68,0.14,"(8, 20)","(14, 14)",132,2,10,56,56,False
68,0.16,"(8, 20)","(14, 14)",260,2,10,120,120,False
68,0.18,"(8, 20)","(14, 14)",232,2,10,106,106,False
68,0.2,"(8, 20)","(14, 14)",204,2,10,92,92,False
68,0.3,"(8, 20)","(14, 14)",308,2,10,144,144,False
68,0.4,"(8, 20)","(14, 14)",260,2,10,120,120,False
68,0.5,"(8, 20)","(14, 14)",516,2,10,248,248,False
68,0.6,"(8, 20)","(14, 14)",504,2,10,242,242,False
68,0.7,"(8, 20)","(14, 14)",752,2,10,366,366,False
68,0.8,"(8, 20)","(14, 14)",104,2,10,42,42,False
68,0.9,"(8, 20)","(14, 14)",296,2,10,138,138,False
68,1.0,"(8, 20)","(14, 14)",244,2,10,112,112,False
69,0.02,"(8, 26)","(14, 26)",428,2,25,189,189,False
69,0.04,"(8, 26)","(14, 26)",824,2,25,387,387,False
69,0.06,"(8, 26)","(14, 26)",248,2,25,99,99,False
69,0.08,"(8, 26)","(14, 26)",96,2,25,23,23,False
69,0.1,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.12,"(8, 26)","(14, 26)",424,2,25,187,187,False
69,0.14,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.16,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.18,"(8, 26)","(14, 26)",96,2,25,23,23,False
69,0.2,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.3,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.4,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.5,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.6,"(8, 26)","(14, 26)",76,2,25,13,13,False
69,0.7,"(8, 26)","(14, 26)",84,2,25,17,17,False
69,0.8,"(8, 26)","(14, 26)",140,2,25,45,45,False
69,0.9,"(8, 26)","(14, 26)",140,2,25,45,45,False
69,1.0,"(8, 26)","(14, 26)",140,2,25,45,45,False
70,0.02,"(9, 7)","(14, 14)",414,1,7,200,200,False
70,0.04,"(9, 7)","(14, 14)",550,1,7,268,268,False
70,0.06,"(9, 7)","(14, 14)",246,1,7,116,116,False
70,0.08,"(9, 7)","(14, 14)",158,1,7,72,72,False
70,0.1,"(9, 7)","(14, 14)",138,1,7,62,62,False
70,0.12,"(9, 7)","(14, 14)",1174,1,7,580,580,False
70,0.14,"(9, 7)","(14, 14)",42,1,7,14,14,False
70,0.16,"(9, 7)","(14, 14)",42,1,7,14,14,False
70,0.18,"(9, 7)","(14, 14)",158,1,7,72,72,False
70,0.2,"(9, 7)","(14, 14)",618,1,7,302,302,False
70,0.3,"(9, 7)","(14, 14)",298,1,7,142,142,False
70,0.4,"(9, 7)","(14, 14)",310,1,7,148,148,False
70,0.5,"(9, 7)","(14, 14)",494,1,7,240,240,False
70,0.6,"(9, 7)","(14, 14)",294,1,7,140,140,False
70,0.7,"(9, 7)","(14, 14)",446,1,7,216,216,False
70,0.8,"(9, 7)","(14, 14)",1566,1,7,776,776,False
70,0.9,"(9, 7)","(14, 14)",726,1,7,356,356,False
70,1.0,"(9, 7)","(14, 14)",138,1,7,62,62,False
71,0.02,"(8, 22)","(14, 12)",1196,2,15,583,583,False
71,0.04,"(8, 22)","(14, 12)",104,2,15,37,37,False
71,0.06,"(8, 22)","(14, 12)",364,2,15,167,167,False
71,0.08,"(8, 22)","(14, 12)",220,2,15,95,95,False
71,0.1,"(8, 22)","(14, 12)",104,2,15,37,37,False
71,0.12,"(8, 22)","(14, 12)",104,2,15,37,37,False
71,0.14,"(8, 22)","(14, 12)",104,2,15,37,37,False
71,0.16,"(8, 22)","(14, 12)",140,2,15,55,55,False
71,0.18,"(8, 22)","(14, 12)",140,2,15,55,55,False
71,0.2,"(8, 22)","(14, 12)",468,2,15,219,219,False
71,0.3,"(8, 22)","(14, 12)",388,2,15,179,179,False
71,0.4,"(8, 22)","(14, 12)",136,2,15,53,53,False
71,0.5,"(8, 22)","(14, 12)",176,2,15,73,73,False
71,0.6,"(8, 22)","(14, 12)",144,2,15,57,57,False
71,0.7,"(8, 22)","(14, 12)",320,2,15,145,145,False
71,0.8,"(8, 22)","(14, 12)",1524,2,15,747,747,False
71,0.9,"(8, 22)","(14, 12)",188,2,15,79,79,False
71,1.0,"(8, 22)","(14, 12)",188,2,15,79,79,False
72,0.02,"(8, 20)","(14, 19)",216,1,4,104,104,False
72,0.04,"(8, 20)","(14, 19)",444,1,4,218,218,False
72,0.06,"(8, 20)","(14, 19)",104,1,4,48,48,False
72,0.08,"(8, 20)","(14, 19)",368,1,4,180,180,False
72,0.1,"(8, 20)","(14, 19)",228,1,4,110,110,False
72,0.12,"(8, 20)","(14, 19)",184,1,4,88,88,False
72,0.14,"(8, 20)","(14, 19)",280,1,4,136,136,False
72,0.16,"(8, 20)","(14, 19)",228,1,4,110,110,False
72,0.18,"(8, 20)","(14, 19)",224,1,4,108,108,False
72,0.2,"(8, 20)","(14, 19)",164,1,4,78,78,False
72,0.3,"(8, 20)","(14, 19)",740,1,4,366,366,False
72,0.4,"(8, 20)","(14, 19)",360,1,4,176,176,False
72,0.5,"(8, 20)","(14, 19)",304,1,4,148,148,False
72,0.6,"(8, 20)","(14, 19)",284,1,4,138,138,False
72,0.7,"(8, 20)","(14, 19)",532,1,4,262,262,False
72,0.8,"(8, 20)","(14, 19)",816,1,4,404,404,False
72,0.9,"(8, 20)","(14, 19)",632,1,4,312,312,False
72,1.0,"(8, 20)","(14, 19)",1364,1,4,678,678,False
73,0.02,"(8, 24)","(14, 28)",608,0,6,298,298,False
73,0.04,"(8, 24)","(14, 28)",248,0,6,118,118,False
73,0.06,"(8, 24)","(14, 28)",340,0,6,164,164,False
73,0.08,"(8, 24)","(14, 28)",100,0,6,44,44,False
73,0.1,"(8, 24)","(14, 28)",184,0,6,86,86,False
73,0.12,"(8, 24)","(14, 28)",360,0,6,174,174,False
73,0.14,"(8, 24)","(14, 28)",184,0,6,86,86,False
73,0.16,"(8, 24)","(14, 28)",80,0,6,34,34,False
73,0.18,"(8, 24)","(14, 28)",80,0,6,34,34,False
73,0.2,"(8, 24)","(14, 28)",128,0,6,58,58,False
73,0.3,"(8, 24)","(14, 28)",512,0,6,250,250,False
73,0.4,"(8, 24)","(14, 28)",92,0,6,40,40,False
73,0.5,"(8, 24)","(14, 28)",64,0,6,26,26,False
73,0.6,"(8, 24)","(14, 28)",76,0,6,32,32,False
73,0.7,"(8, 24)","(14, 28)",120,0,6,54,54,False
73,0.8,"(8, 24)","(14, 28)",80,0,6,34,34,False
73,0.9,"(8, 24)","(14, 28)",48,0,6,18,18,False
73,1.0,"(8, 24)","(14, 28)",80,0,6,34,34,False
74,0.02,"(9, 5)","(15, 15)",454,3,5,222,222,False
74,0.04,"(9, 5)","(15, 15)",290,3,5,140,140,False
74,0.06,"(9, 5)","(15, 15)",518,3,5,254,254,False
74,0.08,"(9, 5)","(15, 15)",358,3,5,174,174,False
74,0.1,"(9, 5)","(15, 15)",98,3,5,44,44,False
74,0.12,"(9, 5)","(15, 15)",618,3,5,304,304,False
74,0.14,"(9, 5)","(15, 15)",162,3,5,76,76,False
74,0.16,"(9, 5)","(15, 15)",150,3,5,70,70,False
74,0.18,"(9, 5)","(15, 15)",114,3,5,52,52,False
74,0.2,"(9, 5)","(15, 15)",190,3,5,90,90,False
74,0.3,"(9, 5)","(15, 15)",146,3,5,68,68,False
74,0.4,"(9, 5)","(15, 15)",274,3,5,132,132,False
74,0.5,"(9, 5)","(15, 15)",478,3,5,234,234,False
74,0.6,"(9, 5)","(15, 15)",490,3,5,240,240,False
74,0.7,"(9, 5)","(15, 15)",414,3,5,202,202,False
74,0.8,"(9, 5)","(15, 15)",362,3,5,176,176,False
74,0.9,"(9, 5)","(15, 15)",642,3,5,316,316,False
74,1.0,"(9, 5)","(15, 15)",3634,3,5,1812,1812,False
75,0.02,"(9, 3)","(14, 20)",128,2,7,57,57,False
75,0.04,"(9, 3)","(14, 20)",360,2,7,173,173,False
75,0.06,"(9, 3)","(14, 20)",212,2,7,99,99,False
75,0.08,"(9, 3)","(14, 20)",728,2,7,357,357,False
75,0.1,"(9, 3)","(14, 20)",980,2,7,483,483,False
75,0.12,"(9, 3)","(14, 20)",212,2,7,99,99,False
75,0.14,"(9, 3)","(14, 20)",216,2,7,101,101,False
75,0.16,"(9, 3)","(14, 20)",332,2,7,159,159,False
75,0.18,"(9, 3)","(14, 20)",292,2,7,139,139,False
75,0.2,"(9, 3)","(14, 20)",176,2,7,81,81,False
75,0.3,"(9, 3)","(14, 20)",432,2,7,209,209,False
75,0.4,"(9, 3)","(14, 20)",512,2,7,249,249,False
75,0.5,"(9, 3)","(14, 20)",156,2,7,71,71,False
75,0.6,"(9, 3)","(14, 20)",1000,2,7,493,493,False
75,0.7,"(9, 3)","(14, 20)",160,2,7,73,73,False
75,0.8,"(9, 3)","(14, 20)",160,2,7,73,73,False
75,0.9,"(9, 3)","(14, 20)",152,2,7,69,69,False
75,1.0,"(9, 3)","(14, 20)",152,2,7,69,69,False
76,0.02,"(8, 11)","(14, 8)",852,3,14,412,412,False
76,0.04,"(8, 11)","(14, 8)",220,3,14,96,96,False
76,0.06,"(8, 11)","(14, 8)",732,3,14,352,352,False
76,0.08,"(8, 11)","(14, 8)",356,3,14,164,164,False
76,0.1,"(8, 11)","(14, 8)",608,3,14,290,290,False
76,0.12,"(8, 11)","(14, 8)",256,3,14,114,114,False
76,0.14,"(8, 11)","(14, 8)",360,3,14,166,166,False
76,0.16,"(8, 11)","(14, 8)",540,3,14,256,256,False
76,0.18,"(8, 11)","(14, 8)",428,3,14,200,200,False
76,0.2,"(8, 11)","(14, 8)",416,3,14,194,194,False
76,0.3,"(8, 11)","(14, 8)",1112,3,14,542,542,False
76,0.4,"(8, 11)","(14, 8)",632,3,14,302,302,False
76,0.5,"(8, 11)","(14, 8)",244,3,14,108,108,False
76,0.6,"(8, 11)","(14, 8)",244,3,14,108,108,False
76,0.7,"(8, 11)","(14, 8)",244,3,14,108,108,False
76,0.8,"(8, 11)","(14, 8)",424,3,14,198,198,False
76,0.9,"(8, 11)","(14, 8)",120,3,14,46,46,False
76,1.0,"(8, 11)","(14, 8)",120,3,14,46,46,False
77,0.02,"(8, 17)","(14, 15)",724,0,5,357,357,False
77,0.04,"(8, 17)","(14, 15)",568,0,5,279,279,False
77,0.06,"(8, 17)","(14, 15)",160,0,5,75,75,False
77,0.08,"(8, 17)","(14, 15)",224,0,5,107,107,False
77,0.1,"(8, 17)","(14, 15)",276,0,5,133,133,False
77,0.12,"(8, 17)","(14, 15)",612,0,5,301,301,False
77,0.14,"(8, 17)","(14, 15)",284,0,5,137,137,False
77,0.16,"(8, 17)","(14, 15)",236,0,5,113,113,False
77,0.18,"(8, 17)","(14, 15)",216,0,5,103,103,False
77,0.2,"(8, 17)","(14, 15)",188,0,5,89,89,False
77,0.3,"(8, 17)","(14, 15)",180,0,5,85,85,False
77,0.4,"(8, 17)","(14, 15)",104,0,5,47,47,False
77,0.5,"(8, 17)","(14, 15)",104,0,5,47,47,False
77,0.6,"(8, 17)","(14, 15)",104,0,5,47,47,False
77,0.7,"(8, 17)","(14, 15)",120,0,5,55,55,False
77,0.8,"(8, 17)","(14, 15)",112,0,5,51,51,False
77,0.9,"(8, 17)","(14, 15)",112,0,5,51,51,False
77,1.0,"(8, 17)","(14, 15)",112,0,5,51,51,False
78,0.02,"(8, 27)","(14, 16)",350,4,11,164,164,False
78,0.04,"(8, 27)","(14, 16)",306,4,11,142,142,False
78,0.06,"(8, 27)","(14, 16)",178,4,11,78,78,False
78,0.08,"(8, 27)","(14, 16)",290,4,11,134,134,False
78,0.1,"(8, 27)","(14, 16)",202,4,11,90,90,False
78,0.12,"(8, 27)","(14, 16)",314,4,11,146,146,False
78,0.14,"(8, 27)","(14, 16)",262,4,11,120,120,False
78,0.16,"(8, 27)","(14, 16)",202,4,11,90,90,False
78,0.18,"(8, 27)","(14, 16)",202,4,11,90,90,False
78,0.2,"(8, 27)","(14, 16)",598,4,11,288,288,False
78,0.3,"(8, 27)","(14, 16)",466,4,11,222,222,False
78,0.4,"(8, 27)","(14, 16)",382,4,11,180,180,False
78,0.5,"(8, 27)","(14, 16)",550,4,11,264,264,False
78,0.6,"(8, 27)","(14, 16)",254,4,11,116,116,False
78,0.7,"(8, 27)","(14, 16)",966,4,11,472,472,False
78,0.8,"(8, 27)","(14, 16)",402,4,11,190,190,False
78,0.9,"(8, 27)","(14, 16)",314,4,11,146,146,False
78,1.0,"(8, 27)","(14, 16)",1086,4,11,532,532,False
79,0.02,"(8, 26)","(14, 23)",256,3,8,120,120,False
79,0.04,"(8, 26)","(14, 23)",124,3,8,54,54,False
79,0.06,"(8, 26)","(14, 23)",176,3,8,80,80,False
79,0.08,"(8, 26)","(14, 23)",36,3,8,10,10,False
79,0.1,"(8, 26)","(14, 23)",484,3,8,234,234,False
79,0.12,"(8, 26)","(14, 23)",240,3,8,112,112,False
79,0.14,"(8, 26)","(14, 23)",164,3,8,74,74,False
79,0.16,"(8, 26)","(14, 23)",192,3,8,88,88,False
79,0.18,"(8, 26)","(14, 23)",216,3,8,100,100,False
79,0.2,"(8, 26)","(14, 23)",180,3,8,82,82,False
79,0.3,"(8, 26)","(14, 23)",436,3,8,210,210,False
79,0.4,"(8, 26)","(14, 23)",252,3,8,118,118,False
79,0.5,"(8, 26)","(14, 23)",36,3,8,10,10,False
79,0.6,"(8, 26)","(14, 23)",36,3,8,10,10,False
79,0.7,"(8, 26)","(14, 23)",140,3,8,62,62,False
79,0.8,"(8, 26)","(14, 23)",100,3,8,42,42,False
79,0.9,"(8, 26)","(14, 23)",348,3,8,166,166,False
79,1.0,"(8, 26)","(14, 23)",968,3,8,476,476,False
80,0.02,"(9, 1)","(14, 23)",118,2,10,49,49,False
80,0.04,"(9, 1)","(14, 23)",118,2,10,49,49,False
80,0.06,"(9, 1)","(14, 23)",262,2,10,121,121,False
80,0.08,"(9, 1)","(14, 23)",226,2,10,103,103,False
80,0.1,"(9, 1)","(14, 23)",166,2,10,73,73,False
80,0.12,"(9, 1)","(14, 23)",150,2,10,65,65,False
80,0.14,"(9, 1)","(14, 23)",214,2,10,97,97,False
80,0.16,"(9, 1)","(14, 23)",178,2,10,79,79,False
80,0.18,"(9, 1)","(14, 23)",222,2,10,101,101,False
80,0.2,"(9, 1)","(14, 23)",326,2,10,153,153,False
80,0.3,"(9, 1)","(14, 23)",326,2,10,153,153,False
80,0.4,"(9, 1)","(14, 23)",538,2,10,259,259,False
80,0.5,"(9, 1)","(14, 23)",138,2,10,59,59,False
80,0.6,"(9, 1)","(14, 23)",1470,2,10,725,725,False
80,0.7,"(9, 1)","(14, 23)",326,2,10,153,153,False
80,0.8,"(9, 1)","(14, 23)",626,2,10,303,303,False
80,0.9,"(9, 1)","(14, 23)",326,2,10,153,153,False
80,1.0,"(9, 1)","(14, 23)",422,2,10,201,201,False
81,0.02,"(8, 13)","(13, 28)",230,1,9,106,106,False
81,0.04,"(8, 13)","(13, 28)",246,1,9,114,114,False
81,0.06,"(8, 13)","(13, 28)",190,1,9,86,86,False
81,0.08,"(8, 13)","(13, 28)",246,1,9,114,114,False
81,0.1,"(8, 13)","(13, 28)",190,1,9,86,86,False
81,0.12,"(8, 13)","(13, 28)",190,1,9,86,86,False
81,0.14,"(8, 13)","(13, 28)",230,1,9,106,106,False
81,0.16,"(8, 13)","(13, 28)",234,1,9,108,108,False
81,0.18,"(8, 13)","(13, 28)",290,1,9,136,136,False
81,0.2,"(8, 13)","(13, 28)",234,1,9,108,108,False
81,0.3,"(8, 13)","(13, 28)",438,1,9,210,210,False
81,0.4,"(8, 13)","(13, 28)",374,1,9,178,178,False
81,0.5,"(8, 13)","(13, 28)",322,1,9,152,152,False
81,0.6,"(8, 13)","(13, 28)",234,1,9,108,108,False
81,0.7,"(8, 13)","(13, 28)",474,1,9,228,228,False
81,0.8,"(8, 13)","(13, 28)",246,1,9,114,114,False
81,0.9,"(8, 13)","(13, 28)",1742,1,9,862,862,False
81,1.0,"(8, 13)","(13, 28)",1266,1,9,624,624,False
82,0.02,"(9, 4)","(14, 28)",120,1,7,53,53,False
82,0.04,"(9, 4)","(14, 28)",292,1,7,139,139,False
82,0.06,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.08,"(9, 4)","(14, 28)",124,1,7,55,55,False
82,0.1,"(9, 4)","(14, 28)",472,1,7,229,229,False
82,0.12,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.14,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.16,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.18,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.2,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.3,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.4,"(9, 4)","(14, 28)",116,1,7,51,51,False
82,0.5,"(9, 4)","(14, 28)",108,1,7,47,47,False
82,0.6,"(9, 4)","(14, 28)",120,1,7,53,53,False
82,0.7,"(9, 4)","(14, 28)",276,1,7,131,131,False
82,0.8,"(9, 4)","(14, 28)",344,1,7,165,165,False
82,0.9,"(9, 4)","(14, 28)",584,1,7,285,285,False
82,1.0,"(9, 4)","(14, 28)",1204,1,7,595,595,False
83,0.02,"(8, 24)","(14, 21)",638,2,11,308,308,False
83,0.04,"(8, 24)","(14, 21)",74,2,11,26,26,False
83,0.06,"(8, 24)","(14, 21)",122,2,11,50,50,False
83,0.08,"(8, 24)","(14, 21)",230,2,11,104,104,False
83,0.1,"(8, 24)","(14, 21)",122,2,11,50,50,False
83,0.12,"(8, 24)","(14, 21)",122,2,11,50,50,False
83,0.14,"(8, 24)","(14, 21)",154,2,11,66,66,False
83,0.16,"(8, 24)","(14, 21)",330,2,11,154,154,False
83,0.18,"(8, 24)","(14, 21)",234,2,11,106,106,False
83,0.2,"(8, 24)","(14, 21)",358,2,11,168,168,False
83,0.3,"(8, 24)","(14, 21)",350,2,11,164,164,False
83,0.4,"(8, 24)","(14, 21)",502,2,11,240,240,False
83,0.5,"(8, 24)","(14, 21)",346,2,11,162,162,False
83,0.6,"(8, 24)","(14, 21)",642,2,11,310,310,False
83,0.7,"(8, 24)","(14, 21)",358,2,11,168,168,False
83,0.8,"(8, 24)","(14, 21)",310,2,11,144,144,False
83,0.9,"(8, 24)","(14, 21)",406,2,11,192,192,False
83,1.0,"(8, 24)","(14, 21)",366,2,11,172,172,False
84,0.02,"(8, 25)","(14, 11)",320,2,7,153,153,False
84,0.04,"(8, 25)","(14, 11)",116,2,7,51,51,False
84,0.06,"(8, 25)","(14, 11)",176,2,7,81,81,False
84,0.08,"(8, 25)","(14, 11)",220,2,7,103,103,False
84,0.1,"(8, 25)","(14, 11)",140,2,7,63,63,False
84,0.12,"(8, 25)","(14, 11)",348,2,7,167,167,False
84,0.14,"(8, 25)","(14, 11)",420,2,7,203,203,False
84,0.16,"(8, 25)","(14, 11)",96,2,7,41,41,False
84,0.18,"(8, 25)","(14, 11)",104,2,7,45,45,False
84,0.2,"(8, 25)","(14, 11)",96,2,7,41,41,False
84,0.3,"(8, 25)","(14, 11)",112,2,7,49,49,False
84,0.4,"(8, 25)","(14, 11)",368,2,7,177,177,False
84,0.5,"(8, 25)","(14, 11)",132,2,7,59,59,False
84,0.6,"(8, 25)","(14, 11)",92,2,7,39,39,False
84,0.7,"(8, 25)","(14, 11)",92,2,7,39,39,False
84,0.8,"(8, 25)","(14, 11)",904,2,7,445,445,False
84,0.9,"(8, 25)","(14, 11)",196,2,7,91,91,False
84,1.0,"(8, 25)","(14, 11)",604,2,7,295,295,False
85,0.02,"(8, 14)","(14, 16)",38,1,6,13,13,False
85,0.04,"(8, 14)","(14, 16)",38,1,6,13,13,False
85,0.06,"(8, 14)","(14, 16)",58,1,6,23,23,False
85,0.08,"(8, 14)","(14, 16)",98,1,6,43,43,False
85,0.1,"(8, 14)","(14, 16)",190,1,6,89,89,False
85,0.12,"(8, 14)","(14, 16)",26,1,6,7,7,False
85,0.14,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,0.16,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,0.18,"(8, 14)","(14, 16)",146,1,6,67,67,False
85,0.2,"(8, 14)","(14, 16)",158,1,6,73,73,False
85,0.3,"(8, 14)","(14, 16)",142,1,6,65,65,False
85,0.4,"(8, 14)","(14, 16)",50,1,6,19,19,False
85,0.5,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,0.6,"(8, 14)","(14, 16)",26,1,6,7,7,False
85,0.7,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,0.8,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,0.9,"(8, 14)","(14, 16)",30,1,6,9,9,False
85,1.0,"(8, 14)","(14, 16)",2058,1,6,1023,1023,False
86,0.02,"(8, 15)","(14, 15)",422,1,6,205,205,False
86,0.04,"(8, 15)","(14, 15)",142,1,6,65,65,False
86,0.06,"(8, 15)","(14, 15)",154,1,6,71,71,False
86,0.08,"(8, 15)","(14, 15)",154,1,6,71,71,False
86,0.1,"(8, 15)","(14, 15)",94,1,6,41,41,False
86,0.12,"(8, 15)","(14, 15)",162,1,6,75,75,False
86,0.14,"(8, 15)","(14, 15)",142,1,6,65,65,False
86,0.16,"(8, 15)","(14, 15)",278,1,6,133,133,False
86,0.18,"(8, 15)","(14, 15)",310,1,6,149,149,False
86,0.2,"(8, 15)","(14, 15)",162,1,6,75,75,False
86,0.3,"(8, 15)","(14, 15)",78,1,6,33,33,False
86,0.4,"(8, 15)","(14, 15)",154,1,6,71,71,False
86,0.5,"(8, 15)","(14, 15)",154,1,6,71,71,False
86,0.6,"(8, 15)","(14, 15)",142,1,6,65,65,False
86,0.7,"(8, 15)","(14, 15)",86,1,6,37,37,False
86,0.8,"(8, 15)","(14, 15)",86,1,6,37,37,False
86,0.9,"(8, 15)","(14, 15)",86,1,6,37,37,False
86,1.0,"(8, 15)","(14, 15)",142,1,6,65,65,False
87,0.02,"(8, 19)","(14, 12)",552,1,5,271,271,False
87,0.04,"(8, 19)","(14, 12)",188,1,5,89,89,False
87,0.06,"(8, 19)","(14, 12)",200,1,5,95,95,False
87,0.08,"(8, 19)","(14, 12)",236,1,5,113,113,False
87,0.1,"(8, 19)","(14, 12)",804,1,5,397,397,False
87,0.12,"(8, 19)","(14, 12)",144,1,5,67,67,False
87,0.14,"(8, 19)","(14, 12)",232,1,5,111,111,False
87,0.16,"(8, 19)","(14, 12)",160,1,5,75,75,False
87,0.18,"(8, 19)","(14, 12)",40,1,5,15,15,False
87,0.2,"(8, 19)","(14, 12)",148,1,5,69,69,False
87,0.3,"(8, 19)","(14, 12)",152,1,5,71,71,False
87,0.4,"(8, 19)","(14, 12)",116,1,5,53,53,False
87,0.5,"(8, 19)","(14, 12)",224,1,5,107,107,False
87,0.6,"(8, 19)","(14, 12)",240,1,5,115,115,False
87,0.7,"(8, 19)","(14, 12)",248,1,5,119,119,False
87,0.8,"(8, 19)","(14, 12)",380,1,5,185,185,False
87,0.9,"(8, 19)","(14, 12)",924,1,5,457,457,False
87,1.0,"(8, 19)","(14, 12)",404,1,5,197,197,False
88,0.02,"(8, 26)","(14, 17)",304,1,11,141,141,False
88,0.04,"(8, 26)","(14, 17)",288,1,11,133,133,False
88,0.06,"(8, 26)","(14, 17)",404,1,11,191,191,False
88,0.08,"(8, 26)","(14, 17)",388,1,11,183,183,False
88,0.1,"(8, 26)","(14, 17)",464,1,11,221,221,False
88,0.12,"(8, 26)","(14, 17)",464,1,11,221,221,False
88,0.14,"(8, 26)","(14, 17)",180,1,11,79,79,False
88,0.16,"(8, 26)","(14, 17)",528,1,11,253,253,False
88,0.18,"(8, 26)","(14, 17)",256,1,11,117,117,False
88,0.2,"(8, 26)","(14, 17)",320,1,11,149,149,False
88,0.3,"(8, 26)","(14, 17)",284,1,11,131,131,False
88,0.4,"(8, 26)","(14, 17)",288,1,11,133,133,False
88,0.5,"(8, 26)","(14, 17)",572,1,11,275,275,False
88,0.6,"(8, 26)","(14, 17)",224,1,11,101,101,False
88,0.7,"(8, 26)","(14, 17)",336,1,11,157,157,False
88,0.8,"(8, 26)","(14, 17)",56,1,11,17,17,False
88,0.9,"(8, 26)","(14, 17)",56,1,11,17,17,False
88,1.0,"(8, 26)","(14, 17)",56,1,11,17,17,False
89,0.02,"(8, 16)","(14, 1)",1264,1,11,621,621,False
89,0.04,"(8, 16)","(14, 1)",108,1,11,43,43,False
89,0.06,"(8, 16)","(14, 1)",384,1,11,181,181,False
89,0.08,"(8, 16)","(14, 1)",276,1,11,127,127,False
89,0.1,"(8, 16)","(14, 1)",276,1,11,127,127,False
89,0.12,"(8, 16)","(14, 1)",1244,1,11,611,611,False
89,0.14,"(8, 16)","(14, 1)",284,1,11,131,131,False
89,0.16,"(8, 16)","(14, 1)",296,1,11,137,137,False
89,0.18,"(8, 16)","(14, 1)",504,1,11,241,241,False
89,0.2,"(8, 16)","(14, 1)",632,1,11,305,305,False
89,0.3,"(8, 16)","(14, 1)",256,1,11,117,117,False
89,0.4,"(8, 16)","(14, 1)",652,1,11,315,315,False
89,0.5,"(8, 16)","(14, 1)",504,1,11,241,241,False
