Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count
117,0.2,"(3, 24)","(5, 22)",146,2,20,62,62
117,0.3,"(3, 24)","(5, 22)",146,2,20,62,62
117,0.4,"(3, 24)","(5, 22)",150,2,20,64,64
117,0.5,"(3, 24)","(5, 22)",150,2,20,64,64
117,0.6,"(3, 24)","(5, 22)",150,2,20,64,64
117,0.7,"(3, 24)","(5, 22)",150,2,20,64,64
117,0.8,"(3, 24)","(5, 22)",146,2,20,62,62
117,0.9,"(3, 24)","(5, 22)",146,2,20,62,62
117,1.0,"(3, 24)","(5, 22)",146,2,20,62,62
118,0.02,"(3, 21)","(5, 22)",1045,2,31,506,506
118,0.04,"(3, 21)","(5, 22)",221,2,31,94,94
118,0.06,"(3, 21)","(5, 22)",189,2,31,78,78
118,0.08,"(3, 21)","(5, 22)",209,2,31,88,88
118,0.1,"(3, 21)","(5, 22)",209,2,31,88,88
118,0.12,"(3, 21)","(5, 22)",177,2,31,72,72
118,0.14,"(3, 21)","(5, 22)",177,2,31,72,72
118,0.16,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.18,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.2,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.3,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.4,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.5,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.6,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.7,"(3, 21)","(5, 22)",53,2,31,10,10
118,0.8,"(3, 21)","(5, 22)",61,2,31,14,14
118,0.9,"(3, 21)","(5, 22)",61,2,31,14,14
118,1.0,"(3, 21)","(5, 22)",61,2,31,14,14
119,0.02,"(3, 26)","(5, 20)",205,1,10,97,97
119,0.04,"(3, 26)","(5, 20)",1397,1,10,693,693
119,0.06,"(3, 26)","(5, 20)",89,1,10,39,39
119,0.08,"(3, 26)","(5, 20)",193,1,10,91,91
119,0.1,"(3, 26)","(5, 20)",173,1,10,81,81
119,0.12,"(3, 26)","(5, 20)",6337,1,10,3163,3163
119,0.14,"(3, 26)","(5, 20)",113,1,10,51,51
119,0.16,"(3, 26)","(5, 20)",113,1,10,51,51
119,0.18,"(3, 26)","(5, 20)",113,1,10,51,51
119,0.2,"(3, 26)","(5, 20)",1017,1,10,503,503
119,0.3,"(3, 26)","(5, 20)",465,1,10,227,227
119,0.4,"(3, 26)","(5, 20)",373,1,10,181,181
119,0.5,"(3, 26)","(5, 20)",373,1,10,181,181
119,0.6,"(3, 26)","(5, 20)",1021,1,10,505,505
119,0.7,"(3, 26)","(5, 20)",1021,1,10,505,505
119,0.8,"(3, 26)","(5, 20)",1077,1,10,533,533
119,0.9,"(3, 26)","(5, 20)",1017,1,10,503,503
119,1.0,"(3, 26)","(5, 20)",1021,1,10,505,505
120,0.02,"(3, 17)","(5, 15)",93,1,18,37,37
120,0.04,"(3, 17)","(5, 15)",89,1,18,35,35
120,0.06,"(3, 17)","(5, 15)",97,1,18,39,39
120,0.08,"(3, 17)","(5, 15)",97,1,18,39,39
120,0.1,"(3, 17)","(5, 15)",385,1,18,183,183
120,0.12,"(3, 17)","(5, 15)",285,1,18,133,133
120,0.14,"(3, 17)","(5, 15)",97,1,18,39,39
120,0.16,"(3, 17)","(5, 15)",117,1,18,49,49
120,0.18,"(3, 17)","(5, 15)",325,1,18,153,153
120,0.2,"(3, 17)","(5, 15)",325,1,18,153,153
120,0.3,"(3, 17)","(5, 15)",45,1,18,13,13
120,0.4,"(3, 17)","(5, 15)",45,1,18,13,13
120,0.5,"(3, 17)","(5, 15)",153,1,18,67,67
120,0.6,"(3, 17)","(5, 15)",153,1,18,67,67
120,0.7,"(3, 17)","(5, 15)",145,1,18,63,63
120,0.8,"(3, 17)","(5, 15)",145,1,18,63,63
120,0.9,"(3, 17)","(5, 15)",145,1,18,63,63
120,1.0,"(3, 17)","(5, 15)",145,1,18,63,63
121,0.02,"(3, 28)","(5, 26)",228,3,13,106,106
121,0.04,"(3, 28)","(5, 26)",104,3,13,44,44
121,0.06,"(3, 28)","(5, 26)",200,3,13,92,92
121,0.08,"(3, 28)","(5, 26)",32,3,13,8,8
121,0.1,"(3, 28)","(5, 26)",6048,3,13,3016,3016
121,0.12,"(3, 28)","(5, 26)",240,3,13,112,112
121,0.14,"(3, 28)","(5, 26)",7460,3,13,3722,3722
121,0.16,"(3, 28)","(5, 26)",1504,3,13,744,744
121,0.18,"(3, 28)","(5, 26)",116,3,13,50,50
121,0.2,"(3, 28)","(5, 26)",116,3,13,50,50
121,0.3,"(3, 28)","(5, 26)",120,3,13,52,52
121,0.4,"(3, 28)","(5, 26)",232,3,13,108,108
121,0.5,"(3, 28)","(5, 26)",32,3,13,8,8
121,0.6,"(3, 28)","(5, 26)",232,3,13,108,108
121,0.7,"(3, 28)","(5, 26)",232,3,13,108,108
121,0.8,"(3, 28)","(5, 26)",232,3,13,108,108
121,0.9,"(3, 28)","(5, 26)",232,3,13,108,108
121,1.0,"(3, 28)","(5, 26)",232,3,13,108,108
122,0.02,"(4, 1)","(5, 21)",1388,0,18,685,685
122,0.04,"(4, 1)","(5, 21)",284,0,18,133,133
122,0.06,"(4, 1)","(5, 21)",1424,0,18,703,703
122,0.08,"(4, 1)","(5, 21)",1752,0,18,867,867
122,0.1,"(4, 1)","(5, 21)",4564,0,18,2273,2273
122,0.12,"(4, 1)","(5, 21)",1288,0,18,635,635
122,0.14,"(4, 1)","(5, 21)",10820,0,18,5401,5401
122,0.16,"(4, 1)","(5, 21)",10796,0,18,5389,5389
122,0.18,"(4, 1)","(5, 21)",1260,0,18,621,621
122,0.2,"(4, 1)","(5, 21)",1272,0,18,627,627
122,0.3,"(4, 1)","(5, 21)",2292,0,18,1137,1137
122,0.4,"(4, 1)","(5, 21)",2204,0,18,1093,1093
122,0.5,"(4, 1)","(5, 21)",2204,0,18,1093,1093
122,0.6,"(4, 1)","(5, 21)",9828,0,18,4905,4905
122,0.7,"(4, 1)","(5, 21)",2196,0,18,1089,1089
122,0.8,"(4, 1)","(5, 21)",2196,0,18,1089,1089
122,0.9,"(4, 1)","(5, 21)",2196,0,18,1089,1089
122,1.0,"(4, 1)","(5, 21)",2196,0,18,1089,1089
123,0.02,"(3, 20)","(5, 14)",192,0,28,82,82
123,0.04,"(3, 20)","(5, 14)",328,0,28,150,150
123,0.06,"(3, 20)","(5, 14)",344,0,28,158,158
123,0.08,"(3, 20)","(5, 14)",180,0,28,76,76
123,0.1,"(3, 20)","(5, 14)",176,0,28,74,74
123,0.12,"(3, 20)","(5, 14)",380,0,28,176,176
123,0.14,"(3, 20)","(5, 14)",380,0,28,176,176
123,0.16,"(3, 20)","(5, 14)",300,0,28,136,136
123,0.18,"(3, 20)","(5, 14)",572,0,28,272,272
123,0.2,"(3, 20)","(5, 14)",1404,0,28,688,688
123,0.3,"(3, 20)","(5, 14)",460,0,28,216,216
123,0.4,"(3, 20)","(5, 14)",416,0,28,194,194
123,0.5,"(3, 20)","(5, 14)",416,0,28,194,194
123,0.6,"(3, 20)","(5, 14)",460,0,28,216,216
123,0.7,"(3, 20)","(5, 14)",460,0,28,216,216
123,0.8,"(3, 20)","(5, 14)",460,0,28,216,216
123,0.9,"(3, 20)","(5, 14)",460,0,28,216,216
123,1.0,"(3, 20)","(5, 14)",460,0,28,216,216
124,0.02,"(3, 26)","(5, 18)",332,3,21,154,154
124,0.04,"(3, 26)","(5, 18)",76,3,21,26,26
124,0.06,"(3, 26)","(5, 18)",76,3,21,26,26
124,0.08,"(3, 26)","(5, 18)",1712,3,21,844,844
124,0.1,"(3, 26)","(5, 18)",520,3,21,248,248
124,0.12,"(3, 26)","(5, 18)",420,3,21,198,198
124,0.14,"(3, 26)","(5, 18)",280,3,21,128,128
124,0.16,"(3, 26)","(5, 18)",276,3,21,126,126
124,0.18,"(3, 26)","(5, 18)",276,3,21,126,126
124,0.2,"(3, 26)","(5, 18)",276,3,21,126,126
124,0.3,"(3, 26)","(5, 18)",612,3,21,294,294
124,0.4,"(3, 26)","(5, 18)",612,3,21,294,294
124,0.5,"(3, 26)","(5, 18)",900,3,21,438,438
124,0.6,"(3, 26)","(5, 18)",932,3,21,454,454
124,0.7,"(3, 26)","(5, 18)",932,3,21,454,454
124,0.8,"(3, 26)","(5, 18)",896,3,21,436,436
124,0.9,"(3, 26)","(5, 18)",896,3,21,436,436
124,1.0,"(3, 26)","(5, 18)",896,3,21,436,436
125,0.02,"(3, 22)","(5, 22)",22,0,6,8,8
125,0.04,"(3, 22)","(5, 22)",22,0,6,8,8
125,0.06,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.08,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.1,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.12,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.14,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.16,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.18,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.2,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.3,"(3, 22)","(5, 22)",18,0,6,6,6
125,0.4,"(3, 22)","(5, 22)",22,0,6,8,8
125,0.5,"(3, 22)","(5, 22)",22,0,6,8,8
125,0.6,"(3, 22)","(5, 22)",22,0,6,8,8
125,0.7,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.8,"(3, 22)","(5, 22)",42,0,6,18,18
125,0.9,"(3, 22)","(5, 22)",42,0,6,18,18
125,1.0,"(3, 22)","(5, 22)",42,0,6,18,18
126,0.02,"(3, 27)","(5, 20)",142,2,22,59,59
126,0.04,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.06,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.08,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.1,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.12,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.14,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.16,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.18,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.2,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.3,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.4,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.5,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.6,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.7,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.8,"(3, 27)","(5, 20)",66,2,22,21,21
126,0.9,"(3, 27)","(5, 20)",66,2,22,21,21
126,1.0,"(3, 27)","(5, 20)",66,2,22,21,21
127,0.02,"(3, 25)","(5, 15)",1363,1,20,671,671
127,0.04,"(3, 25)","(5, 15)",271,1,20,125,125
127,0.06,"(3, 25)","(5, 15)",403,1,20,191,191
127,0.08,"(3, 25)","(5, 15)",719,1,20,349,349
127,0.1,"(3, 25)","(5, 15)",239,1,20,109,109
127,0.12,"(3, 25)","(5, 15)",639,1,20,309,309
127,0.14,"(3, 25)","(5, 15)",419,1,20,199,199
127,0.16,"(3, 25)","(5, 15)",571,1,20,275,275
127,0.18,"(3, 25)","(5, 15)",571,1,20,275,275
127,0.2,"(3, 25)","(5, 15)",571,1,20,275,275
127,0.3,"(3, 25)","(5, 15)",583,1,20,281,281
127,0.4,"(3, 25)","(5, 15)",1411,1,20,695,695
127,0.5,"(3, 25)","(5, 15)",1411,1,20,695,695
127,0.6,"(3, 25)","(5, 15)",1411,1,20,695,695
127,0.7,"(3, 25)","(5, 15)",1547,1,20,763,763
127,0.8,"(3, 25)","(5, 15)",1547,1,20,763,763
127,0.9,"(3, 25)","(5, 15)",1547,1,20,763,763
127,1.0,"(3, 25)","(5, 15)",1419,1,20,699,699
128,0.02,"(3, 19)","(5, 22)",637,0,13,312,312
128,0.04,"(3, 19)","(5, 22)",7473,0,13,3730,3730
128,0.06,"(3, 19)","(5, 22)",253,0,13,120,120
128,0.08,"(3, 19)","(5, 22)",213,0,13,100,100
128,0.1,"(3, 19)","(5, 22)",1369,0,13,678,678
128,0.12,"(3, 19)","(5, 22)",245,0,13,116,116
128,0.14,"(3, 19)","(5, 22)",245,0,13,116,116
128,0.16,"(3, 19)","(5, 22)",1365,0,13,676,676
128,0.18,"(3, 19)","(5, 22)",1597,0,13,792,792
128,0.2,"(3, 19)","(5, 22)",1509,0,13,748,748
128,0.3,"(3, 19)","(5, 22)",241,0,13,114,114
128,0.4,"(3, 19)","(5, 22)",241,0,13,114,114
128,0.5,"(3, 19)","(5, 22)",241,0,13,114,114
128,0.6,"(3, 19)","(5, 22)",241,0,13,114,114
128,0.7,"(3, 19)","(5, 22)",305,0,13,146,146
128,0.8,"(3, 19)","(5, 22)",305,0,13,146,146
128,0.9,"(3, 19)","(5, 22)",305,0,13,146,146
128,1.0,"(3, 19)","(5, 22)",261,0,13,124,124
129,0.02,"(3, 18)","(5, 19)",454,0,20,217,217
129,0.04,"(3, 18)","(5, 19)",218,0,20,99,99
129,0.06,"(3, 18)","(5, 19)",130,0,20,55,55
129,0.08,"(3, 18)","(5, 19)",118,0,20,49,49
129,0.1,"(3, 18)","(5, 19)",86,0,20,33,33
129,0.12,"(3, 18)","(5, 19)",54,0,20,17,17
129,0.14,"(3, 18)","(5, 19)",86,0,20,33,33
129,0.16,"(3, 18)","(5, 19)",86,0,20,33,33
129,0.18,"(3, 18)","(5, 19)",126,0,20,53,53
129,0.2,"(3, 18)","(5, 19)",126,0,20,53,53
129,0.3,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.4,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.5,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.6,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.7,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.8,"(3, 18)","(5, 19)",322,0,20,151,151
129,0.9,"(3, 18)","(5, 19)",322,0,20,151,151
129,1.0,"(3, 18)","(5, 19)",322,0,20,151,151
130,0.02,"(3, 20)","(5, 20)",436,0,4,216,216
130,0.04,"(3, 20)","(5, 20)",28,0,4,12,12
130,0.06,"(3, 20)","(5, 20)",836,0,4,416,416
130,0.08,"(3, 20)","(5, 20)",7520,0,4,3758,3758
130,0.1,"(3, 20)","(5, 20)",172,0,4,84,84
130,0.12,"(3, 20)","(5, 20)",172,0,4,84,84
130,0.14,"(3, 20)","(5, 20)",6632,0,4,3314,3314
130,0.16,"(3, 20)","(5, 20)",6408,0,4,3202,3202
130,0.18,"(3, 20)","(5, 20)",1916,0,4,956,956
130,0.2,"(3, 20)","(5, 20)",8076,0,4,4036,4036
130,0.3,"(3, 20)","(5, 20)",32,0,4,14,14
130,0.4,"(3, 20)","(5, 20)",32,0,4,14,14
130,0.5,"(3, 20)","(5, 20)",32,0,4,14,14
130,0.6,"(3, 20)","(5, 20)",6928,0,4,3462,3462
130,0.7,"(3, 20)","(5, 20)",6928,0,4,3462,3462
130,0.8,"(3, 20)","(5, 20)",6940,0,4,3468,3468
130,0.9,"(3, 20)","(5, 20)",32,0,4,14,14
130,1.0,"(3, 20)","(5, 20)",52,0,4,24,24
131,0.02,"(3, 18)","(5, 12)",1518,1,13,752,752
131,0.04,"(3, 18)","(5, 12)",330,1,13,158,158
131,0.06,"(3, 18)","(5, 12)",1534,1,13,760,760
131,0.08,"(3, 18)","(5, 12)",890,1,13,438,438
131,0.1,"(3, 18)","(5, 12)",1590,1,13,788,788
131,0.12,"(3, 18)","(5, 12)",1590,1,13,788,788
131,0.14,"(3, 18)","(5, 12)",4026,1,13,2006,2006
131,0.16,"(3, 18)","(5, 12)",4038,1,13,2012,2012
131,0.18,"(3, 18)","(5, 12)",4038,1,13,2012,2012
131,0.2,"(3, 18)","(5, 12)",4406,1,13,2196,2196
131,0.3,"(3, 18)","(5, 12)",4398,1,13,2192,2192
131,0.4,"(3, 18)","(5, 12)",12786,1,13,6386,6386
131,0.5,"(3, 18)","(5, 12)",12746,1,13,6366,6366
131,0.6,"(3, 18)","(5, 12)",12746,1,13,6366,6366
131,0.7,"(3, 18)","(5, 12)",13174,1,13,6580,6580
131,0.8,"(3, 18)","(5, 12)",13174,1,13,6580,6580
131,0.9,"(3, 18)","(5, 12)",13174,1,13,6580,6580
131,1.0,"(3, 18)","(5, 12)",13174,1,13,6580,6580
132,0.02,"(3, 28)","(5, 21)",102,4,32,33,33
132,0.04,"(3, 28)","(5, 21)",294,4,32,129,129
132,0.06,"(3, 28)","(5, 21)",58,4,32,11,11
132,0.08,"(3, 28)","(5, 21)",402,4,32,183,183
132,0.1,"(3, 28)","(5, 21)",402,4,32,183,183
132,0.12,"(3, 28)","(5, 21)",398,4,32,181,181
132,0.14,"(3, 28)","(5, 21)",398,4,32,181,181
132,0.16,"(3, 28)","(5, 21)",398,4,32,181,181
132,0.18,"(3, 28)","(5, 21)",346,4,32,155,155
132,0.2,"(3, 28)","(5, 21)",346,4,32,155,155
132,0.3,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.4,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.5,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.6,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.7,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.8,"(3, 28)","(5, 21)",354,4,32,159,159
132,0.9,"(3, 28)","(5, 21)",354,4,32,159,159
132,1.0,"(3, 28)","(5, 21)",354,4,32,159,159
133,0.02,"(4, 2)","(5, 22)",5630,2,18,2805,2805
133,0.04,"(4, 2)","(5, 22)",6942,2,18,3461,3461
133,0.06,"(4, 2)","(5, 22)",190,2,18,85,85
133,0.08,"(4, 2)","(5, 22)",1954,2,18,967,967
133,0.1,"(4, 2)","(5, 22)",8438,2,18,4209,4209
133,0.12,"(4, 2)","(5, 22)",8450,2,18,4215,4215
133,0.14,"(4, 2)","(5, 22)",1390,2,18,685,685
133,0.16,"(4, 2)","(5, 22)",1830,2,18,905,905
133,0.18,"(4, 2)","(5, 22)",1310,2,18,645,645
133,0.2,"(4, 2)","(5, 22)",1330,2,18,655,655
133,0.3,"(4, 2)","(5, 22)",13138,2,18,6559,6559
133,0.4,"(4, 2)","(5, 22)",13150,2,18,6565,6565
133,0.5,"(4, 2)","(5, 22)",21330,2,18,10655,10655
133,0.6,"(4, 2)","(5, 22)",1338,2,18,659,659
133,0.7,"(4, 2)","(5, 22)",1338,2,18,659,659
133,0.8,"(4, 2)","(5, 22)",1338,2,18,659,659
133,0.9,"(4, 2)","(5, 22)",1338,2,18,659,659
133,1.0,"(4, 2)","(5, 22)",1338,2,18,659,659
134,0.02,"(4, 1)","(5, 25)",274,0,20,127,127
134,0.04,"(4, 1)","(5, 25)",2574,0,20,1277,1277
134,0.06,"(4, 1)","(5, 25)",1650,0,20,815,815
134,0.08,"(4, 1)","(5, 25)",1450,0,20,715,715
134,0.1,"(4, 1)","(5, 25)",9534,0,20,4757,4757
134,0.12,"(4, 1)","(5, 25)",9538,0,20,4759,4759
134,0.14,"(4, 1)","(5, 25)",8506,0,20,4243,4243
134,0.16,"(4, 1)","(5, 25)",218,0,20,99,99
134,0.18,"(4, 1)","(5, 25)",218,0,20,99,99
134,0.2,"(4, 1)","(5, 25)",218,0,20,99,99
134,0.3,"(4, 1)","(5, 25)",278,0,20,129,129
134,0.4,"(4, 1)","(5, 25)",338,0,20,159,159
134,0.5,"(4, 1)","(5, 25)",338,0,20,159,159
134,0.6,"(4, 1)","(5, 25)",338,0,20,159,159
134,0.7,"(4, 1)","(5, 25)",342,0,20,161,161
134,0.8,"(4, 1)","(5, 25)",342,0,20,161,161
134,0.9,"(4, 1)","(5, 25)",342,0,20,161,161
134,1.0,"(4, 1)","(5, 25)",342,0,20,161,161
135,0.02,"(3, 24)","(5, 20)",544,1,11,266,266
135,0.04,"(3, 24)","(5, 20)",240,1,11,114,114
135,0.06,"(3, 24)","(5, 20)",344,1,11,166,166
135,0.08,"(3, 24)","(5, 20)",460,1,11,224,224
135,0.1,"(3, 24)","(5, 20)",7516,1,11,3752,3752
135,0.12,"(3, 24)","(5, 20)",548,1,11,268,268
135,0.14,"(3, 24)","(5, 20)",1600,1,11,794,794
135,0.16,"(3, 24)","(5, 20)",1600,1,11,794,794
135,0.18,"(3, 24)","(5, 20)",1600,1,11,794,794
135,0.2,"(3, 24)","(5, 20)",1140,1,11,564,564
135,0.3,"(3, 24)","(5, 20)",25384,1,11,12686,12686
135,0.4,"(3, 24)","(5, 20)",1616,1,11,802,802
135,0.5,"(3, 24)","(5, 20)",1608,1,11,798,798
135,0.6,"(3, 24)","(5, 20)",1648,1,11,818,818
135,0.7,"(3, 24)","(5, 20)",1644,1,11,816,816
135,0.8,"(3, 24)","(5, 20)",1644,1,11,816,816
135,0.9,"(3, 24)","(5, 20)",1644,1,11,816,816
135,1.0,"(3, 24)","(5, 20)",1644,1,11,816,816
136,0.02,"(3, 23)","(5, 24)",1590,1,19,785,785
136,0.04,"(3, 23)","(5, 24)",14442,1,19,7211,7211
136,0.06,"(3, 23)","(5, 24)",7690,1,19,3835,3835
136,0.08,"(3, 23)","(5, 24)",54,1,19,17,17
136,0.1,"(3, 23)","(5, 24)",54,1,19,17,17
136,0.12,"(3, 23)","(5, 24)",170,1,19,75,75
136,0.14,"(3, 23)","(5, 24)",62,1,19,21,21
136,0.16,"(3, 23)","(5, 24)",62,1,19,21,21
136,0.18,"(3, 23)","(5, 24)",62,1,19,21,21
136,0.2,"(3, 23)","(5, 24)",62,1,19,21,21
136,0.3,"(3, 23)","(5, 24)",6718,1,19,3349,3349
136,0.4,"(3, 23)","(5, 24)",7018,1,19,3499,3499
136,0.5,"(3, 23)","(5, 24)",6962,1,19,3471,3471
136,0.6,"(3, 23)","(5, 24)",6954,1,19,3467,3467
136,0.7,"(3, 23)","(5, 24)",6962,1,19,3471,3471
136,0.8,"(3, 23)","(5, 24)",6962,1,19,3471,3471
136,0.9,"(3, 23)","(5, 24)",6962,1,19,3471,3471
136,1.0,"(3, 23)","(5, 24)",6962,1,19,3471,3471
137,0.02,"(4, 2)","(5, 25)",431,2,7,211,211
137,0.04,"(4, 2)","(5, 25)",655,2,7,323,323
137,0.06,"(4, 2)","(5, 25)",1239,2,7,615,615
137,0.08,"(4, 2)","(5, 25)",5535,2,7,2763,2763
137,0.1,"(4, 2)","(5, 25)",5575,2,7,2783,2783
137,0.12,"(4, 2)","(5, 25)",1419,2,7,705,705
137,0.14,"(4, 2)","(5, 25)",1419,2,7,705,705
137,0.16,"(4, 2)","(5, 25)",5671,2,7,2831,2831
137,0.18,"(4, 2)","(5, 25)",5819,2,7,2905,2905
137,0.2,"(4, 2)","(5, 25)",1391,2,7,691,691
137,0.3,"(4, 2)","(5, 25)",1475,2,7,733,733
137,0.4,"(4, 2)","(5, 25)",1475,2,7,733,733
137,0.5,"(4, 2)","(5, 25)",1471,2,7,731,731
137,0.6,"(4, 2)","(5, 25)",1475,2,7,733,733
137,0.7,"(4, 2)","(5, 25)",1995,2,7,993,993
137,0.8,"(4, 2)","(5, 25)",1523,2,7,757,757
137,0.9,"(4, 2)","(5, 25)",1523,2,7,757,757
137,1.0,"(4, 2)","(5, 25)",1523,2,7,757,757
138,0.02,"(4, 2)","(5, 23)",10847,1,12,5417,5417
138,0.04,"(4, 2)","(5, 23)",12651,1,12,6319,6319
138,0.06,"(4, 2)","(5, 23)",7819,1,12,3903,3903
138,0.08,"(4, 2)","(5, 23)",8899,1,12,4443,4443
138,0.1,"(4, 2)","(5, 23)",191,1,12,89,89
138,0.12,"(4, 2)","(5, 23)",7547,1,12,3767,3767
138,0.14,"(4, 2)","(5, 23)",31855,1,12,15921,15921
138,0.16,"(4, 2)","(5, 23)",1515,1,12,751,751
138,0.18,"(4, 2)","(5, 23)",8627,1,12,4307,4307
138,0.2,"(4, 2)","(5, 23)",31915,1,12,15951,15951
138,0.3,"(4, 2)","(5, 23)",31807,1,12,15897,15897
138,0.4,"(4, 2)","(5, 23)",31807,1,12,15897,15897
138,0.5,"(4, 2)","(5, 23)",72307,1,12,36147,36147
138,0.6,"(4, 2)","(5, 23)",72307,1,12,36147,36147
138,0.7,"(4, 2)","(5, 23)",72307,1,12,36147,36147
138,0.8,"(4, 2)","(5, 23)",72307,1,12,36147,36147
138,0.9,"(4, 2)","(5, 23)",84251,1,12,42119,42119
138,1.0,"(4, 2)","(5, 23)",84299,1,12,42143,42143
139,0.02,"(3, 24)","(5, 20)",256,0,4,126,126
139,0.04,"(3, 24)","(5, 20)",568,0,4,282,282
139,0.06,"(3, 24)","(5, 20)",1588,0,4,792,792
139,0.08,"(3, 24)","(5, 20)",228,0,4,112,112
139,0.1,"(3, 24)","(5, 20)",248,0,4,122,122
139,0.12,"(3, 24)","(5, 20)",248,0,4,122,122
139,0.14,"(3, 24)","(5, 20)",248,0,4,122,122
139,0.16,"(3, 24)","(5, 20)",248,0,4,122,122
139,0.18,"(3, 24)","(5, 20)",180,0,4,88,88
139,0.2,"(3, 24)","(5, 20)",12436,0,4,6216,6216
139,0.3,"(3, 24)","(5, 20)",780,0,4,388,388
139,0.4,"(3, 24)","(5, 20)",248,0,4,122,122
139,0.5,"(3, 24)","(5, 20)",1728,0,4,862,862
139,0.6,"(3, 24)","(5, 20)",848,0,4,422,422
139,0.7,"(3, 24)","(5, 20)",848,0,4,422,422
139,0.8,"(3, 24)","(5, 20)",848,0,4,422,422
139,0.9,"(3, 24)","(5, 20)",848,0,4,422,422
139,1.0,"(3, 24)","(5, 20)",848,0,4,422,422
140,0.02,"(3, 25)","(5, 20)",178,0,4,87,87
140,0.04,"(3, 25)","(5, 20)",8522,0,4,4259,4259
140,0.06,"(3, 25)","(5, 20)",154,0,4,75,75
140,0.08,"(3, 25)","(5, 20)",154,0,4,75,75
140,0.1,"(3, 25)","(5, 20)",1258,0,4,627,627
140,0.12,"(3, 25)","(5, 20)",1754,0,4,875,875
140,0.14,"(3, 25)","(5, 20)",9414,0,4,4705,4705
140,0.16,"(3, 25)","(5, 20)",9414,0,4,4705,4705
140,0.18,"(3, 25)","(5, 20)",9414,0,4,4705,4705
140,0.2,"(3, 25)","(5, 20)",9410,0,4,4703,4703
140,0.3,"(3, 25)","(5, 20)",12906,0,4,6451,6451
140,0.4,"(3, 25)","(5, 20)",714,0,4,355,355
140,0.5,"(3, 25)","(5, 20)",714,0,4,355,355
140,0.6,"(3, 25)","(5, 20)",9198,0,4,4597,4597
140,0.7,"(3, 25)","(5, 20)",9210,0,4,4603,4603
140,0.8,"(3, 25)","(5, 20)",9210,0,4,4603,4603
140,0.9,"(3, 25)","(5, 20)",9210,0,4,4603,4603
140,1.0,"(3, 25)","(5, 20)",9210,0,4,4603,4603
141,0.02,"(3, 15)","(5, 20)",2000,2,8,995,995
141,0.04,"(3, 15)","(5, 20)",1224,2,8,607,607
141,0.06,"(3, 15)","(5, 20)",1560,2,8,775,775
141,0.08,"(3, 15)","(5, 20)",240,2,8,115,115
141,0.1,"(3, 15)","(5, 20)",108,2,8,49,49
141,0.12,"(3, 15)","(5, 20)",120,2,8,55,55
141,0.14,"(3, 15)","(5, 20)",120,2,8,55,55
141,0.16,"(3, 15)","(5, 20)",112,2,8,51,51
141,0.18,"(3, 15)","(5, 20)",1308,2,8,649,649
141,0.2,"(3, 15)","(5, 20)",1048,2,8,519,519
141,0.3,"(3, 15)","(5, 20)",1280,2,8,635,635
141,0.4,"(3, 15)","(5, 20)",480,2,8,235,235
141,0.5,"(3, 15)","(5, 20)",480,2,8,235,235
141,0.6,"(3, 15)","(5, 20)",480,2,8,235,235
