Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count
190,0.4,"(3, 24)","(5, 21)",647,2,13,316,316
190,0.5,"(3, 24)","(5, 21)",91,2,13,38,38
190,0.6,"(3, 24)","(5, 21)",91,2,13,38,38
190,0.7,"(3, 24)","(5, 21)",91,2,13,38,38
190,0.8,"(3, 24)","(5, 21)",91,2,13,38,38
190,0.9,"(3, 24)","(5, 21)",91,2,13,38,38
190,1.0,"(3, 24)","(5, 21)",91,2,13,38,38
191,0.02,"(3, 25)","(5, 16)",96,0,14,41,41
191,0.04,"(3, 25)","(5, 16)",344,0,14,165,165
191,0.06,"(3, 25)","(5, 16)",580,0,14,283,283
191,0.08,"(3, 25)","(5, 16)",612,0,14,299,299
191,0.1,"(3, 25)","(5, 16)",1856,0,14,921,921
191,0.12,"(3, 25)","(5, 16)",1420,0,14,703,703
191,0.14,"(3, 25)","(5, 16)",616,0,14,301,301
191,0.16,"(3, 25)","(5, 16)",616,0,14,301,301
191,0.18,"(3, 25)","(5, 16)",560,0,14,273,273
191,0.2,"(3, 25)","(5, 16)",560,0,14,273,273
191,0.3,"(3, 25)","(5, 16)",780,0,14,383,383
191,0.4,"(3, 25)","(5, 16)",880,0,14,433,433
191,0.5,"(3, 25)","(5, 16)",12740,0,14,6363,6363
191,0.6,"(3, 25)","(5, 16)",836,0,14,411,411
191,0.7,"(3, 25)","(5, 16)",1060,0,14,523,523
191,0.8,"(3, 25)","(5, 16)",916,0,14,451,451
191,0.9,"(3, 25)","(5, 16)",832,0,14,409,409
191,1.0,"(3, 25)","(5, 16)",12720,0,14,6353,6353
192,0.02,"(3, 16)","(5, 15)",786,1,15,385,385
192,0.04,"(3, 16)","(5, 15)",10722,1,15,5353,5353
192,0.06,"(3, 16)","(5, 15)",118,1,15,51,51
192,0.08,"(3, 16)","(5, 15)",274,1,15,129,129
192,0.1,"(3, 16)","(5, 15)",246,1,15,115,115
192,0.12,"(3, 16)","(5, 15)",330,1,15,157,157
192,0.14,"(3, 16)","(5, 15)",58,1,15,21,21
192,0.16,"(3, 16)","(5, 15)",54,1,15,19,19
192,0.18,"(3, 16)","(5, 15)",54,1,15,19,19
192,0.2,"(3, 16)","(5, 15)",54,1,15,19,19
192,0.3,"(3, 16)","(5, 15)",1678,1,15,831,831
192,0.4,"(3, 16)","(5, 15)",1678,1,15,831,831
192,0.5,"(3, 16)","(5, 15)",1678,1,15,831,831
192,0.6,"(3, 16)","(5, 15)",1678,1,15,831,831
192,0.7,"(3, 16)","(5, 15)",1678,1,15,831,831
192,0.8,"(3, 16)","(5, 15)",1710,1,15,847,847
192,0.9,"(3, 16)","(5, 15)",8626,1,15,4305,4305
192,1.0,"(3, 16)","(5, 15)",8626,1,15,4305,4305
193,0.02,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.04,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.06,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.08,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.1,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.12,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.14,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.16,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.18,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.2,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.3,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.4,"(3, 23)","(5, 22)",53,1,40,6,6
193,0.5,"(3, 23)","(5, 22)",349,1,40,154,154
193,0.6,"(3, 23)","(5, 22)",213,1,40,86,86
193,0.7,"(3, 23)","(5, 22)",213,1,40,86,86
193,0.8,"(3, 23)","(5, 22)",213,1,40,86,86
193,0.9,"(3, 23)","(5, 22)",213,1,40,86,86
193,1.0,"(3, 23)","(5, 22)",213,1,40,86,86
194,0.02,"(3, 21)","(5, 15)",246,0,6,120,120
194,0.04,"(3, 21)","(5, 15)",1030,0,6,512,512
194,0.06,"(3, 21)","(5, 15)",158,0,6,76,76
194,0.08,"(3, 21)","(5, 15)",58,0,6,26,26
194,0.1,"(3, 21)","(5, 15)",350,0,6,172,172
194,0.12,"(3, 21)","(5, 15)",1706,0,6,850,850
194,0.14,"(3, 21)","(5, 15)",7554,0,6,3774,3774
194,0.16,"(3, 21)","(5, 15)",7638,0,6,3816,3816
194,0.18,"(3, 21)","(5, 15)",5086,0,6,2540,2540
194,0.2,"(3, 21)","(5, 15)",5546,0,6,2770,2770
194,0.3,"(3, 21)","(5, 15)",5538,0,6,2766,2766
194,0.4,"(3, 21)","(5, 15)",1822,0,6,908,908
194,0.5,"(3, 21)","(5, 15)",1774,0,6,884,884
194,0.6,"(3, 21)","(5, 15)",1786,0,6,890,890
194,0.7,"(3, 21)","(5, 15)",1786,0,6,890,890
194,0.8,"(3, 21)","(5, 15)",1774,0,6,884,884
194,0.9,"(3, 21)","(5, 15)",1774,0,6,884,884
194,1.0,"(3, 21)","(5, 15)",1774,0,6,884,884
195,0.02,"(4, 6)","(6, 3)",943,2,9,466,466
195,0.04,"(4, 6)","(6, 3)",1783,2,9,886,886
195,0.06,"(4, 6)","(6, 3)",587,2,9,288,288
195,0.08,"(4, 6)","(6, 3)",151,2,9,70,70
195,0.1,"(4, 6)","(6, 3)",155,2,9,72,72
195,0.12,"(4, 6)","(6, 3)",155,2,9,72,72
195,0.14,"(4, 6)","(6, 3)",15191,2,9,7590,7590
195,0.16,"(4, 6)","(6, 3)",10983,2,9,5486,5486
195,0.18,"(4, 6)","(6, 3)",10959,2,9,5474,5474
195,0.2,"(4, 6)","(6, 3)",10971,2,9,5480,5480
195,0.3,"(4, 6)","(6, 3)",2287,2,9,1138,1138
195,0.4,"(4, 6)","(6, 3)",2295,2,9,1142,1142
195,0.5,"(4, 6)","(6, 3)",531,2,9,260,260
195,0.6,"(4, 6)","(6, 3)",531,2,9,260,260
195,0.7,"(4, 6)","(6, 3)",531,2,9,260,260
195,0.8,"(4, 6)","(6, 3)",531,2,9,260,260
195,0.9,"(4, 6)","(6, 3)",531,2,9,260,260
195,1.0,"(4, 6)","(6, 3)",531,2,9,260,260
196,0.02,"(3, 21)","(5, 14)",249,1,16,116,116
196,0.04,"(3, 21)","(5, 14)",105,1,16,44,44
196,0.06,"(3, 21)","(5, 14)",657,1,16,320,320
196,0.08,"(3, 21)","(5, 14)",101,1,16,42,42
196,0.1,"(3, 21)","(5, 14)",1249,1,16,616,616
196,0.12,"(3, 21)","(5, 14)",909,1,16,446,446
196,0.14,"(3, 21)","(5, 14)",677,1,16,330,330
196,0.16,"(3, 21)","(5, 14)",905,1,16,444,444
196,0.18,"(3, 21)","(5, 14)",1461,1,16,722,722
196,0.2,"(3, 21)","(5, 14)",10121,1,16,5052,5052
196,0.3,"(3, 21)","(5, 14)",969,1,16,476,476
196,0.4,"(3, 21)","(5, 14)",901,1,16,442,442
196,0.5,"(3, 21)","(5, 14)",897,1,16,440,440
196,0.6,"(3, 21)","(5, 14)",897,1,16,440,440
196,0.7,"(3, 21)","(5, 14)",897,1,16,440,440
196,0.8,"(3, 21)","(5, 14)",897,1,16,440,440
196,0.9,"(3, 21)","(5, 14)",897,1,16,440,440
196,1.0,"(3, 21)","(5, 14)",897,1,16,440,440
197,0.02,"(3, 22)","(5, 15)",57,3,26,14,14
197,0.04,"(3, 22)","(5, 15)",757,3,26,364,364
197,0.06,"(3, 22)","(5, 15)",753,3,26,362,362
197,0.08,"(3, 22)","(5, 15)",6249,3,26,3110,3110
197,0.1,"(3, 22)","(5, 15)",249,3,26,110,110
197,0.12,"(3, 22)","(5, 15)",429,3,26,200,200
197,0.14,"(3, 22)","(5, 15)",329,3,26,150,150
197,0.16,"(3, 22)","(5, 15)",329,3,26,150,150
197,0.18,"(3, 22)","(5, 15)",209,3,26,90,90
197,0.2,"(3, 22)","(5, 15)",213,3,26,92,92
197,0.3,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.4,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.5,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.6,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.7,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.8,"(3, 22)","(5, 15)",881,3,26,426,426
197,0.9,"(3, 22)","(5, 15)",881,3,26,426,426
197,1.0,"(3, 22)","(5, 15)",881,3,26,426,426
198,0.02,"(3, 19)","(5, 12)",385,0,33,176,176
198,0.04,"(3, 19)","(5, 12)",349,0,33,158,158
198,0.06,"(3, 19)","(5, 12)",905,0,33,436,436
198,0.08,"(3, 19)","(5, 12)",1209,0,33,588,588
198,0.1,"(3, 19)","(5, 12)",2385,0,33,1176,1176
198,0.12,"(3, 19)","(5, 12)",321,0,33,144,144
198,0.14,"(3, 19)","(5, 12)",313,0,33,140,140
198,0.16,"(3, 19)","(5, 12)",313,0,33,140,140
198,0.18,"(3, 19)","(5, 12)",681,0,33,324,324
198,0.2,"(3, 19)","(5, 12)",821,0,33,394,394
198,0.3,"(3, 19)","(5, 12)",681,0,33,324,324
198,0.4,"(3, 19)","(5, 12)",681,0,33,324,324
198,0.5,"(3, 19)","(5, 12)",385,0,33,176,176
198,0.6,"(3, 19)","(5, 12)",385,0,33,176,176
198,0.7,"(3, 19)","(5, 12)",385,0,33,176,176
198,0.8,"(3, 19)","(5, 12)",385,0,33,176,176
198,0.9,"(3, 19)","(5, 12)",385,0,33,176,176
198,1.0,"(3, 19)","(5, 12)",385,0,33,176,176
199,0.02,"(3, 24)","(5, 24)",32,2,6,12,12
199,0.04,"(3, 24)","(5, 24)",32,2,6,12,12
199,0.06,"(3, 24)","(5, 24)",32,2,6,12,12
199,0.08,"(3, 24)","(5, 24)",32,2,6,12,12
199,0.1,"(3, 24)","(5, 24)",32,2,6,12,12
199,0.12,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.14,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.16,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.18,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.2,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.3,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.4,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.5,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.6,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.7,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.8,"(3, 24)","(5, 24)",324,2,6,158,158
199,0.9,"(3, 24)","(5, 24)",324,2,6,158,158
199,1.0,"(3, 24)","(5, 24)",324,2,6,158,158
